# FieldId Time[UTC] deltaT[sec] RA Dec
15429 2021-09-02T17:31:15.271 511.234 249.54546 55.58138
15909 2021-09-02T17:39:46.505 2214.852 238.37839 61.87680
15883 2021-09-02T18:16:41.357 133.752 154.05406 61.87680
15768 2021-09-02T18:18:55.109 270.112 150.76923 60.30293
15521 2021-09-02T18:23:25.221 260.402 144.56694 57.15523
15254 2021-09-02T18:27:45.623 98.638 139.27008 54.00752
15113 2021-09-02T18:29:24.261 249.85 138.16902 52.43367
14816 2021-09-02T18:33:34.111 224.618 133.81578 49.28596
14500 2021-09-02T18:37:18.729 221.211 130.80745 46.13826
14166 2021-09-02T18:40:59.940 325.213 128.11766 42.99055
13635 2021-09-02T18:46:25.153 517.917 124.61539 38.26900
12675 2021-09-02T18:55:03.070 105.404 120.30151 30.39973
12474 2021-09-02T18:56:48.474 105.103 119.40594 28.82588
12269 2021-09-02T18:58:33.577 104.799 118.53659 27.25203
12062 2021-09-02T19:00:18.376 104.496 117.69231 25.67818
11851 2021-09-02T19:02:02.872 313.348 116.87204 24.10432
11207 2021-09-02T19:07:16.220 3273.284 114.47005 19.38277
04112 2021-09-02T20:01:49.504 114.916 92.72727 -30.98052
03915 2021-09-02T20:03:44.420 974.625 91.38462 -32.55437
02315 2021-09-02T20:19:59.045 98.352 81.00000 -46.71905
02158 2021-09-02T20:21:37.397 365.247 80.12904 -48.29290
01716 2021-09-02T20:27:42.644 101.326 74.04255 -53.01446
01578 2021-09-02T20:29:23.970 254.696 72.79412 -54.58831
01319 2021-09-02T20:33:38.666 277.365 67.68001 -57.73602
01080 2021-09-02T20:38:16.031 167.95 61.04348 -60.88372
00969 2021-09-02T20:41:03.981 175.275 56.14679 -62.45758
00863 2021-09-02T20:43:59.256 193.083 50.67961 -64.03143
00763 2021-09-02T20:47:12.339 189.348 44.08163 -65.60529
00668 2021-09-02T20:50:21.687 87.024 37.17391 -67.17914
00667 2021-09-02T20:51:48.711 809.023 33.26087 -67.17914
00750 2021-09-02T21:05:17.734 237.136 358.04346 -67.17914
00846 2021-09-02T21:09:14.870 228.742 348.97958 -65.60529
00946 2021-09-02T21:13:03.612 140.373 340.77667 -64.03143
01054 2021-09-02T21:15:23.985 924.166 336.88074 -62.45758
01956 2021-09-02T21:30:48.151 131.037 316.84930 -51.44061
02105 2021-09-02T21:32:59.188 321.362 314.40002 -49.86675
02580 2021-09-02T21:38:20.550 126.035 310.60977 -45.14520
02747 2021-09-02T21:40:26.585 319.421 308.57141 -43.57134
03274 2021-09-02T21:45:46.006 4938.828 305.30386 -38.84978
13525 2021-09-02T23:08:04.834 105.584 270.00000 36.69514
13708 2021-09-02T23:09:50.418 106.058 269.01099 38.26900
13886 2021-09-02T23:11:36.476 106.543 267.97751 39.84285
14061 2021-09-02T23:13:23.019 107.039 266.89655 41.41670
14231 2021-09-02T23:15:10.058 107.546 265.76474 42.99055
14398 2021-09-02T23:16:57.604 121.155 264.57831 44.56441
14559 2021-09-02T23:18:58.759 109.045 262.73291 46.13826
14717 2021-09-02T23:20:47.804 322.569 261.40128 47.71211
15160 2021-09-02T23:26:10.373 128.081 257.32394 52.43367
15298 2021-09-02T23:28:18.454 130.436 254.89052 54.00752
15430 2021-09-02T23:30:28.890 132.935 252.27272 55.58138
15558 2021-09-02T23:32:41.825 368.094 249.44882 57.15523
15910 2021-09-02T23:38:49.919 2285.61 241.62163 61.87680
15883 2021-09-03T00:16:55.529 133.919 154.05406 61.87680
15768 2021-09-03T00:19:09.448 168.349 150.76923 60.30293
15646 2021-09-03T00:21:57.797 101.744 146.06557 58.72908
15521 2021-09-03T00:23:39.541 260.161 144.56694 57.15523
15254 2021-09-03T00:27:59.702 348.545 139.27008 54.00752
14816 2021-09-03T00:33:48.247 224.63 133.81578 49.28596
14500 2021-09-03T00:37:32.877 221.177 130.80745 46.13826
14166 2021-09-03T00:41:14.054 202.735 128.11766 42.99055
13816 2021-09-03T00:44:36.789 122.416 126.40450 39.84285
13635 2021-09-03T00:46:39.205 306.605 124.61539 38.26900
13069 2021-09-03T00:51:45.810 105.962 122.17616 33.54744
12874 2021-09-03T00:53:31.772 211.021 121.22449 31.97359
12474 2021-09-03T00:57:02.793 105.054 119.40594 28.82588
12269 2021-09-03T00:58:47.847 104.75 118.53659 27.25203
12062 2021-09-03T01:00:32.597 104.447 117.69231 25.67818
11851 2021-09-03T01:02:17.044 92.39 116.87204 24.10432
11639 2021-09-03T01:03:49.434 3568.723 116.61972 22.53047
03916 2021-09-03T02:03:18.157 114.556 93.23077 -32.55437
03723 2021-09-03T02:05:12.713 104.725 91.87500 -34.12823
03533 2021-09-03T02:06:57.438 105.178 90.95744 -35.70208
03348 2021-09-03T02:08:42.616 425.488 90.00000 -37.27593
02643 2021-09-03T02:15:48.104 107.617 85.71428 -43.57134
02477 2021-09-03T02:17:35.721 108.129 84.51220 -45.14520
02316 2021-09-03T02:19:23.850 97.344 83.25000 -46.71905
02159 2021-09-03T02:21:01.194 359.573 82.45161 -48.29290
01717 2021-09-03T02:27:00.767 100.034 76.59574 -53.01446
01579 2021-09-03T02:28:40.801 147.295 75.44118 -54.58831
01447 2021-09-03T02:31:08.096 102.216 72.00000 -56.16217
01320 2021-09-03T02:32:50.312 271.716 70.56001 -57.73602
01081 2021-09-03T02:37:22.028 163.581 64.17391 -60.88372
00970 2021-09-03T02:40:05.609 280.828 59.44954 -62.45758
00765 2021-09-03T02:44:46.437 264.184 51.42857 -65.60529
00669 2021-09-03T02:49:10.621 280.834 41.08696 -67.17914
00580 2021-09-03T02:53:51.455 89.924 29.30233 -68.75299
00579 2021-09-03T02:55:21.379 90.695 25.11628 -68.75299
00578 2021-09-03T02:56:52.074 91.043 20.93023 -68.75299
00577 2021-09-03T02:58:23.117 90.967 16.74419 -68.75299
00576 2021-09-03T02:59:54.084 90.465 12.55814 -68.75299
00575 2021-09-03T03:01:24.549 89.542 8.37209 -68.75299
00574 2021-09-03T03:02:54.091 243.942 4.18605 -68.75299
00749 2021-09-03T03:06:58.033 231.888 354.13043 -67.17914
00845 2021-09-03T03:10:49.921 98.933 345.30612 -65.60529
16129 2021-09-03T03:12:28.854 261.123 341.83252 -64.82735
01053 2021-09-03T03:16:49.977 133.425 333.57797 -62.45758
01166 2021-09-03T03:19:03.402 135.816 330.26086 -60.88372
01285 2021-09-03T03:21:19.218 133.19 327.00000 -59.30987
01408 2021-09-03T03:23:32.408 450.32 324.00000 -57.73602
01956 2021-09-03T03:31:02.728 252.924 316.84930 -51.44061
02258 2021-09-03T03:35:15.652 199.491 312.38708 -48.29290
02580 2021-09-03T03:38:35.143 125.543 310.60977 -45.14520
02747 2021-09-03T03:40:40.686 319.531 308.57141 -43.57134
03274 2021-09-03T03:46:00.217 5002.113 305.30386 -38.84978
13709 2021-09-03T05:09:22.330 105.141 270.98901 38.26900
13887 2021-09-03T05:11:07.471 105.591 270.00000 39.84285
14062 2021-09-03T05:12:53.062 106.051 268.96552 41.41670
14232 2021-09-03T05:14:39.113 225.794 267.88239 42.99055
14560 2021-09-03T05:18:24.907 107.925 264.96893 46.13826
14718 2021-09-03T05:20:12.832 121.972 263.69424 47.71211
14870 2021-09-03T05:22:14.804 321.995 261.71051 49.28596
15299 2021-09-03T05:27:36.799 127.937 257.51825 54.00752
15431 2021-09-03T05:29:44.736 263.15 255.00000 55.58138
15681 2021-09-03T05:34:07.886 135.468 249.34425 58.72908
15799 2021-09-03T05:36:23.354 2748.554 246.15385 60.30293
15646 2021-09-03T06:22:11.908 262.079 146.06557 58.72908
15389 2021-09-03T06:26:33.987 100.0 140.45454 55.58138
15254 2021-09-03T06:28:13.987 250.765 139.27008 54.00752
14967 2021-09-03T06:32:24.752 97.731 134.69388 50.85982
14816 2021-09-03T06:34:02.483 224.571 133.81578 49.28596
14500 2021-09-03T06:37:47.054 221.074 130.80745 46.13826
14166 2021-09-03T06:41:28.128 203.121 128.11766 42.99055
13816 2021-09-03T06:44:51.249 121.865 126.40450 39.84285
13635 2021-09-03T06:46:53.114 306.904 124.61539 38.26900
13069 2021-09-03T06:52:00.018 105.896 122.17616 33.54744
12874 2021-09-03T06:53:45.914 105.591 121.22449 31.97359
12675 2021-09-03T06:55:31.505 105.285 120.30151 30.39973
12474 2021-09-03T06:57:16.790 406.804 119.40594 28.82588
11639 2021-09-03T07:04:03.594 92.771 116.61972 22.53047
11424 2021-09-03T07:05:36.365 312.644 116.37209 20.95662
10768 2021-09-03T07:10:49.009 92.606 114.02715 16.23506
10545 2021-09-03T07:12:21.615 3145.479 113.81165 14.66121
03724 2021-09-03T08:04:47.094 103.894 93.75000 -34.12823
03534 2021-09-03T08:06:30.988 104.314 92.87234 -35.70208
03349 2021-09-03T08:08:15.302 115.242 91.95652 -37.27593
03166 2021-09-03T08:10:10.544 105.299 90.49724 -38.84978
02988 2021-09-03T08:11:55.843 105.751 89.49153 -40.42364
02813 2021-09-03T08:13:41.594 95.383 88.43930 -41.99749
02644 2021-09-03T08:15:16.977 106.576 87.85714 -43.57134
02478 2021-09-03T08:17:03.553 107.054 86.70732 -45.14520
02317 2021-09-03T08:18:50.607 242.481 85.50000 -46.71905
02008 2021-09-03T08:22:53.088 109.52 81.60001 -49.86675
01860 2021-09-03T08:24:42.608 98.432 80.13699 -51.44061
01718 2021-09-03T08:26:21.040 242.481 79.14893 -53.01446
01448 2021-09-03T08:30:23.521 263.741 74.76923 -56.16217
01199 2021-09-03T08:34:47.262 103.146 69.00000 -59.30987
01082 2021-09-03T08:36:30.408 159.194 67.30434 -60.88372
00971 2021-09-03T08:39:09.602 166.185 62.75229 -62.45758
00865 2021-09-03T08:41:55.787 108.183 57.66990 -64.03143
00766 2021-09-03T08:43:43.970 142.858 55.10204 -65.60529
16025 2021-09-03T08:46:06.828 114.629 49.56779 -66.49814
00670 2021-09-03T08:48:01.457 188.023 45.00000 -67.17914
00582 2021-09-03T08:51:09.480 87.453 37.67442 -68.75299
00581 2021-09-03T08:52:36.933 719.4 33.48837 -68.75299
00573 2021-09-03T09:04:36.333 239.349 0.00000 -68.75299
00748 2021-09-03T09:08:35.682 225.677 350.21738 -67.17914
00844 2021-09-03T09:12:21.359 145.441 341.63266 -65.60529
00945 2021-09-03T09:14:46.800 137.351 337.28152 -64.03143
01053 2021-09-03T09:17:04.151 133.529 333.57797 -62.45758
01166 2021-09-03T09:19:17.680 135.77 330.26086 -60.88372
01285 2021-09-03T09:21:33.450 133.079 327.00000 -59.30987
01408 2021-09-03T09:23:46.529 130.504 324.00000 -57.73602
01537 2021-09-03T09:25:57.033 121.862 321.23077 -56.16217
01671 2021-09-03T09:27:58.895 328.78 318.97055 -54.58831
02105 2021-09-03T09:33:27.675 121.985 314.40002 -49.86675
02258 2021-09-03T09:35:29.660 200.096 312.38708 -48.29290
02580 2021-09-03T09:38:49.756 125.01 310.60977 -45.14520
02747 2021-09-03T09:40:54.766 197.472 308.57141 -43.57134
03095 2021-09-03T09:44:12.238 122.069 307.11865 -40.42364
03274 2021-09-03T09:46:14.307 5725.535 305.30386 -38.84978
14871 2021-09-03T11:21:39.842 121.748 264.07895 49.28596
15019 2021-09-03T11:23:41.590 449.051 262.04083 50.85982
15560 2021-09-03T11:31:10.641 130.131 255.11812 57.15523
15682 2021-09-03T11:33:20.772 132.66 252.29507 58.72908
15800 2021-09-03T11:35:33.432 2578.844 249.23077 60.30293
15882 2021-09-03T12:18:32.276 130.813 150.81082 61.87680
15767 2021-09-03T12:20:43.089 264.096 147.69231 60.30293
15520 2021-09-03T12:25:07.185 100.892 141.73228 57.15523
15389 2021-09-03T12:26:48.077 350.636 140.45454 55.58138
14967 2021-09-03T12:32:38.713 98.121 134.69388 50.85982
14816 2021-09-03T12:34:16.834 224.442 133.81578 49.28596
14500 2021-09-03T12:38:01.276 220.9 130.80745 46.13826
14166 2021-09-03T12:41:42.176 203.443 128.11766 42.99055
13816 2021-09-03T12:45:05.619 309.053 126.40450 39.84285
13262 2021-09-03T12:50:14.672 119.334 123.80952 35.12129
13069 2021-09-03T12:52:14.006 816.469 122.17616 33.54744
11424 2021-09-03T13:05:50.475 93.117 116.37209 20.95662
11208 2021-09-03T13:07:23.592 312.125 116.12904 19.38277
10545 2021-09-03T13:12:35.717 2919.208 113.81165 14.66121
04114 2021-09-03T14:01:14.925 509.004 96.36364 -30.98052
03167 2021-09-03T14:09:43.929 104.404 92.48619 -38.84978
02989 2021-09-03T14:11:28.333 104.821 91.52543 -40.42364
02814 2021-09-03T14:13:13.154 544.721 90.52023 -41.99749
02009 2021-09-03T14:22:17.875 108.319 84.00000 -49.86675
01861 2021-09-03T14:24:06.194 335.13 82.60274 -51.44061
01449 2021-09-03T14:29:41.324 258.366 77.53847 -56.16217
01200 2021-09-03T14:33:59.690 8.821 72.00000 -59.30987
16092 2021-09-03T14:34:08.511 247.591 71.42709 -59.24720
00972 2021-09-03T14:38:16.102 161.568 66.05505 -62.45758
00866 2021-09-03T14:40:57.670 106.327 61.16505 -64.03143
00767 2021-09-03T14:42:43.997 171.314 58.77551 -65.60529
00672 2021-09-03T14:45:35.311 262.745 52.82608 -67.17914
00583 2021-09-03T14:49:58.056 279.688 41.86047 -68.75299
00499 2021-09-03T14:54:37.744 180.968 29.25000 -70.32684
00497 2021-09-03T14:57:38.712 90.923 20.25000 -70.32684
00496 2021-09-03T14:59:09.635 180.233 15.75000 -70.32684
00494 2021-09-03T15:02:09.868 246.622 6.75000 -70.32684
00658 2021-09-03T15:06:16.490 233.574 355.81396 -68.75299
00747 2021-09-03T15:10:10.064 145.58 346.30435 -67.17914
00844 2021-09-03T15:12:35.644 685.309 341.63266 -65.60529
01408 2021-09-03T15:24:00.953 130.303 324.00000 -57.73602
01537 2021-09-03T15:26:11.256 121.764 321.23077 -56.16217
01671 2021-09-03T15:28:13.020 125.453 318.97055 -54.58831
01811 2021-09-03T15:30:18.473 203.64 316.59573 -53.01446
02105 2021-09-03T15:33:42.113 121.653 314.40002 -49.86675
02258 2021-09-03T15:35:43.766 325.075 312.38708 -48.29290
02747 2021-09-03T15:41:08.841 197.982 308.57141 -43.57134
03095 2021-09-03T15:44:26.823 121.467 307.11865 -40.42364
03274 2021-09-03T15:46:28.290 87.386 305.30386 -38.84978
03458 2021-09-03T15:47:55.676 5188.621 305.21741 -37.27593
14233 2021-09-03T17:14:24.297 105.528 270.00003 42.99055
14400 2021-09-03T17:16:09.825 416.872 268.91565 44.56441
15020 2021-09-03T17:23:06.697 121.471 264.48981 50.85982
15162 2021-09-03T17:25:08.168 447.997 262.39438 52.43367
15683 2021-09-03T17:32:36.165 129.874 255.24590 58.72908
15801 2021-09-03T17:34:46.039 152.19 252.30769 60.30293
15912 2021-09-03T17:37:18.229 2619.181 248.10811 61.87680
15767 2021-09-03T18:20:57.410 263.738 147.69231 60.30293
15520 2021-09-03T18:25:21.148 101.282 141.73228 57.15523
15389 2021-09-03T18:27:02.430 251.56 140.45454 55.58138
15112 2021-09-03T18:31:13.990 98.846 135.63380 52.43367
14967 2021-09-03T18:32:52.836 322.721 134.69388 50.85982
14500 2021-09-03T18:38:15.557 220.656 130.80745 46.13826
14166 2021-09-03T18:41:56.213 203.702 128.11766 42.99055
13816 2021-09-03T18:45:19.915 202.517 126.40450 39.84285
13450 2021-09-03T18:48:42.432 106.66 124.83871 36.69514
13262 2021-09-03T18:50:29.092 610.504 123.80952 35.12129
12063 2021-09-03T19:00:39.596 104.719 119.42308 25.67818
11852 2021-09-03T19:02:24.315 406.734 118.57820 24.10432
10989 2021-09-03T19:09:11.049 93.411 115.89041 17.80891
10769 2021-09-03T19:10:44.460 208.229 115.65611 16.23506
10322 2021-09-03T19:14:12.689 2912.299 114.10714 13.08736
03918 2021-09-03T20:02:44.988 1044.135 96.92308 -32.55437
02161 2021-09-03T20:20:09.123 95.747 87.09677 -48.29290
02010 2021-09-03T20:21:44.870 350.52 86.40000 -49.86675
01581 2021-09-03T20:27:35.390 239.56 80.73529 -54.58831
01322 2021-09-03T20:31:34.950 99.724 76.32001 -57.73602
01201 2021-09-03T20:33:14.674 250.584 75.00000 -59.30987
00973 2021-09-03T20:37:25.258 156.926 69.35780 -62.45758
00867 2021-09-03T20:40:02.184 270.897 64.66019 -64.03143
00673 2021-09-03T20:44:33.081 174.209 56.73913 -67.17914
00585 2021-09-03T20:47:27.290 267.859 50.23256 -68.75299
00501 2021-09-03T20:51:55.149 87.739 38.25000 -70.32684
00500 2021-09-03T20:53:22.888 629.299 33.75000 -70.32684
00493 2021-09-03T21:03:52.187 241.674 2.25000 -70.32684
00657 2021-09-03T21:07:53.861 368.695 351.62793 -68.75299
00843 2021-09-03T21:14:02.556 142.403 337.95917 -65.60529
00944 2021-09-03T21:16:24.959 133.891 333.78638 -64.03143
01052 2021-09-03T21:18:38.850 130.174 330.27524 -62.45758
01165 2021-09-03T21:20:49.024 458.368 327.13043 -60.88372
01671 2021-09-03T21:28:27.392 125.145 318.97055 -54.58831
01811 2021-09-03T21:30:32.537 325.449 316.59573 -53.01446
02258 2021-09-03T21:35:57.986 324.94 312.38708 -48.29290
02747 2021-09-03T21:41:22.926 198.431 308.57141 -43.57134
03095 2021-09-03T21:44:41.357 208.841 307.11865 -40.42364
03458 2021-09-03T21:48:10.198 5042.884 305.21741 -37.27593
14064 2021-09-03T23:12:13.082 104.167 273.10342 41.41670
14234 2021-09-03T23:13:57.249 104.569 272.11768 42.99055
14401 2021-09-03T23:15:41.818 115.65 271.08435 44.56441
14562 2021-09-03T23:17:37.468 105.781 269.44101 46.13826
14720 2021-09-03T23:19:23.249 310.157 268.28024 47.71211
15163 2021-09-03T23:24:33.406 121.141 264.92960 52.43367
15301 2021-09-03T23:26:34.547 123.124 262.77374 54.00752
15433 2021-09-03T23:28:37.671 323.632 260.45456 55.58138
15802 2021-09-03T23:34:01.303 147.9 255.38461 60.30293
15913 2021-09-03T23:36:29.203 2844.054 251.35135 61.87680
15645 2021-09-04T00:23:53.257 102.158 143.11475 58.72908
15520 2021-09-04T00:25:35.415 352.544 141.73228 57.15523
15112 2021-09-04T00:31:27.959 99.174 135.63380 52.43367
14967 2021-09-04T00:33:07.133 322.781 134.69388 50.85982
14500 2021-09-04T00:38:29.914 220.342 130.80745 46.13826
14166 2021-09-04T00:42:10.256 203.896 128.11766 42.99055
13816 2021-09-04T00:45:34.152 202.695 126.40450 39.84285
13450 2021-09-04T00:48:56.847 106.51 124.83871 36.69514
13262 2021-09-04T00:50:43.357 400.433 123.80952 35.12129
12475 2021-09-04T00:57:23.790 105.204 121.18812 28.82588
12270 2021-09-04T00:59:08.994 104.875 120.29269 27.25203
12063 2021-09-04T01:00:53.869 104.554 119.42308 25.67818
11852 2021-09-04T01:02:38.423 93.87 118.57820 24.10432
11640 2021-09-04T01:04:12.293 406.372 118.30986 22.53047
10769 2021-09-04T01:10:58.665 93.686 115.65611 16.23506
10546 2021-09-04T01:12:32.351 3205.412 115.42600 14.66121
03536 2021-09-04T02:05:57.763 102.678 96.70213 -35.70208
03351 2021-09-04T02:07:40.441 414.448 95.86957 -37.27593
02646 2021-09-04T02:14:34.889 104.595 92.14285 -43.57134
02480 2021-09-04T02:16:19.484 105.003 91.09756 -45.14520
02319 2021-09-04T02:18:04.487 94.736 90.00000 -46.71905
02162 2021-09-04T02:19:39.223 343.355 89.41936 -48.29290
01720 2021-09-04T02:25:22.578 96.557 84.25532 -53.01446
01582 2021-09-04T02:26:59.135 234.774 83.38235 -54.58831
01323 2021-09-04T02:30:53.909 255.118 79.20000 -57.73602
01084 2021-09-04T02:35:09.027 240.47 73.56522 -60.88372
00868 2021-09-04T02:39:09.497 264.13 68.15534 -64.03143
00674 2021-09-04T02:43:33.627 169.101 60.65217 -67.17914
00586 2021-09-04T02:46:22.728 260.812 54.41861 -68.75299
00502 2021-09-04T02:50:43.540 888.847 42.75000 -70.32684
00572 2021-09-04T03:05:32.387 235.378 357.75000 -70.32684
00656 2021-09-04T03:09:27.765 147.019 347.44186 -68.75299
00746 2021-09-04T03:11:54.784 142.125 342.39130 -67.17914
00843 2021-09-04T03:14:16.909 142.405 337.95917 -65.60529
00944 2021-09-04T03:16:39.314 133.888 333.78638 -64.03143
01052 2021-09-04T03:18:53.202 130.121 330.27524 -62.45758
01165 2021-09-04T03:21:03.323 132.314 327.13043 -60.88372
01284 2021-09-04T03:23:15.637 129.538 324.00000 -59.30987
01407 2021-09-04T03:25:25.175 321.652 321.12003 -57.73602
01811 2021-09-04T03:30:46.827 122.619 316.59573 -53.01446
01955 2021-09-04T03:32:49.446 202.887 314.38354 -51.44061
02258 2021-09-04T03:36:12.333 119.016 312.38708 -48.29290
02417 2021-09-04T03:38:11.349 205.689 310.50000 -46.71905
02747 2021-09-04T03:41:37.038 198.815 308.57141 -43.57134
03095 2021-09-04T03:44:55.853 208.765 307.11865 -40.42364
03458 2021-09-04T03:48:24.618 5325.206 305.21741 -37.27593
14563 2021-09-04T05:17:09.824 104.764 271.67703 46.13826
14721 2021-09-04T05:18:54.588 116.077 270.57324 47.71211
14873 2021-09-04T05:20:50.665 309.321 268.81580 49.28596
15302 2021-09-04T05:25:59.986 120.751 265.40146 54.00752
15434 2021-09-04T05:28:00.737 122.749 263.18182 55.58138
15562 2021-09-04T05:30:03.486 339.513 260.78741 57.15523
15914 2021-09-04T05:35:42.999 2674.166 254.59460 61.87680
15881 2021-09-04T06:20:17.165 127.293 147.56757 61.87680
15766 2021-09-04T06:22:24.458 103.043 144.61539 60.30293
15645 2021-09-04T06:24:07.501 354.779 143.11475 58.72908
15253 2021-09-04T06:30:02.280 99.868 136.64233 54.00752
15112 2021-09-04T06:31:42.148 422.215 135.63380 52.43367
14500 2021-09-04T06:38:44.363 219.958 130.80745 46.13826
14166 2021-09-04T06:42:24.321 204.024 128.11766 42.99055
13816 2021-09-04T06:45:48.345 202.811 126.40450 39.84285
13450 2021-09-04T06:49:11.156 106.326 124.83871 36.69514
13262 2021-09-04T06:50:57.482 295.321 123.80952 35.12129
12676 2021-09-04T06:55:52.803 105.342 122.11056 30.39973
12475 2021-09-04T06:57:38.145 105.004 121.18812 28.82588
12270 2021-09-04T06:59:23.149 303.204 120.29269 27.25203
11640 2021-09-04T07:04:26.353 94.157 118.30986 22.53047
11425 2021-09-04T07:06:00.510 94.148 118.04651 20.95662
11209 2021-09-04T07:07:34.658 3584.181 117.78802 19.38277
03352 2021-09-04T08:07:18.839 111.853 97.82609 -37.27593
03169 2021-09-04T08:09:10.692 102.709 96.46409 -38.84978
02991 2021-09-04T08:10:53.401 103.061 95.59322 -40.42364
02816 2021-09-04T08:12:36.462 93.413 94.68208 -41.99749
02647 2021-09-04T08:14:09.875 103.658 94.28571 -43.57134
02481 2021-09-04T08:15:53.533 104.033 93.29269 -45.14520
02320 2021-09-04T08:17:37.566 230.808 92.25000 -46.71905
02011 2021-09-04T08:21:28.374 106.02 88.80000 -49.86675
01863 2021-09-04T08:23:14.394 95.401 87.53425 -51.44061
01721 2021-09-04T08:24:49.795 228.839 86.80851 -53.01446
01451 2021-09-04T08:28:38.634 96.933 83.07693 -56.16217
01324 2021-09-04T08:30:15.567 905.451 82.08000 -57.73602
00587 2021-09-04T08:45:21.018 171.932 58.60465 -68.75299
00504 2021-09-04T08:48:12.950 275.136 51.75000 -70.32684
00426 2021-09-04T08:52:48.086 86.873 38.40000 -71.90070
00425 2021-09-04T08:54:14.959 774.728 33.60000 -71.90070
00571 2021-09-04T09:07:09.687 370.825 353.25000 -70.32684
00745 2021-09-04T09:13:20.512 138.113 338.47824 -67.17914
00842 2021-09-04T09:15:38.625 138.785 334.28571 -65.60529
00943 2021-09-04T09:17:57.410 332.672 330.29123 -64.03143
01284 2021-09-04T09:23:30.082 129.234 324.00000 -59.30987
01407 2021-09-04T09:25:39.316 444.249 321.12003 -57.73602
01955 2021-09-04T09:33:03.565 203.26 314.38354 -51.44061
02258 2021-09-04T09:36:26.825 118.556 312.38708 -48.29290
02417 2021-09-04T09:38:25.381 205.811 310.50000 -46.71905
02747 2021-09-04T09:41:51.192 199.138 308.57141 -43.57134
03095 2021-09-04T09:45:10.330 208.621 307.11865 -40.42364
03458 2021-09-04T09:48:38.951 5503.463 305.21741 -37.27593
14874 2021-09-04T11:20:22.414 115.648 271.18420 49.28596
15022 2021-09-04T11:22:18.062 308.393 269.38776 50.85982
15435 2021-09-04T11:27:26.455 120.297 265.90912 55.58138
15563 2021-09-04T11:29:26.752 122.308 263.62204 57.15523
15685 2021-09-04T11:31:29.060 210.704 261.14755 58.72908
15915 2021-09-04T11:34:59.764 2858.97 257.83783 61.87680
15766 2021-09-04T12:22:38.734 357.14 144.61539 60.30293
15388 2021-09-04T12:28:35.874 100.559 137.72726 55.58138
15253 2021-09-04T12:30:16.433 438.808 136.64233 54.00752
14660 2021-09-04T12:37:35.241 303.183 130.70064 47.71211
14166 2021-09-04T12:42:38.424 204.088 128.11766 42.99055
13816 2021-09-04T12:46:02.512 202.862 126.40450 39.84285
13450 2021-09-04T12:49:25.374 106.109 124.83871 36.69514
13262 2021-09-04T12:51:11.483 190.204 123.80952 35.12129
12875 2021-09-04T12:54:21.687 105.458 123.06122 31.97359
12676 2021-09-04T12:56:07.145 105.111 122.11056 30.39973
12475 2021-09-04T12:57:52.256 596.638 121.18812 28.82588
11209 2021-09-04T13:07:48.894 94.394 117.78802 19.38277
10990 2021-09-04T13:09:23.288 301.98 117.53425 17.80891
10323 2021-09-04T13:14:25.268 3366.657 115.71428 13.08736
02992 2021-09-04T14:10:31.925 102.231 97.62712 -40.42364
02817 2021-09-04T14:12:14.156 525.86 96.76300 -41.99749
02012 2021-09-04T14:21:00.016 104.929 91.20000 -49.86675
01864 2021-09-04T14:22:44.945 319.197 90.00000 -51.44061
01452 2021-09-04T14:28:04.142 242.844 85.84615 -56.16217
01203 2021-09-04T14:32:06.986 97.398 81.00000 -59.30987
01086 2021-09-04T14:33:44.384 638.032 79.82609 -60.88372
00588 2021-09-04T14:44:22.416 166.485 62.79070 -68.75299
00505 2021-09-04T14:47:08.901 185.791 56.25000 -70.32684
00428 2021-09-04T14:50:14.692 82.715 48.00000 -71.90070
00427 2021-09-04T14:51:37.407 788.555 43.20000 -71.90070
00418 2021-09-04T15:04:45.962 237.366 0.00000 -71.90070
00570 2021-09-04T15:08:43.328 148.448 348.75000 -70.32684
00655 2021-09-04T15:11:11.776 143.059 343.25583 -68.75299
00745 2021-09-04T15:13:34.835 138.127 338.47824 -67.17914
00842 2021-09-04T15:15:52.962 138.64 334.28571 -65.60529
00943 2021-09-04T15:18:11.602 129.956 330.29123 -64.03143
01051 2021-09-04T15:20:21.558 126.369 326.97247 -62.45758
01164 2021-09-04T15:22:27.927 332.06 324.00000 -60.88372
01536 2021-09-04T15:27:59.987 118.253 318.46155 -56.16217
01670 2021-09-04T15:29:58.240 199.665 316.32352 -54.58831
01955 2021-09-04T15:33:17.905 321.631 314.38354 -51.44061
02417 2021-09-04T15:38:39.536 205.87 310.50000 -46.71905
02747 2021-09-04T15:42:05.406 199.396 308.57141 -43.57134
03095 2021-09-04T15:45:24.802 208.412 307.11865 -40.42364
03458 2021-09-04T15:48:53.214 5173.273 305.21741 -37.27593
14403 2021-09-04T17:15:06.487 403.815 275.42169 44.56441
15023 2021-09-04T17:21:50.302 115.162 271.83673 50.85982
15165 2021-09-04T17:23:45.464 427.147 270.00000 52.43367
15686 2021-09-04T17:30:52.611 121.794 264.09836 58.72908
15804 2021-09-04T17:32:54.405 2926.877 261.53845 60.30293
15880 2021-09-04T18:21:41.282 225.788 144.32433 61.87680
15644 2021-09-04T18:25:27.070 101.734 140.16393 58.72908
15519 2021-09-04T18:27:08.804 101.255 138.89764 57.15523
15388 2021-09-04T18:28:50.059 539.092 137.72726 55.58138
