FieldId date-obs deltaT[sec] RA Dec
10296 59501.37005912037 299.336 72.32143 13.08736
9617 59501.37352365741 10.738 70.57269 8.3658
1049 59501.373647939814 103.097 320.36697 -62.45758
9389 59501.374841192126 113.641 69.47369 6.79195
9159 59501.376156481485 53.044 68.38428 5.21809
1160 59501.37677041667 52.509 311.47827 -60.88372
8930 59501.37737815972 105.589 67.59825 3.64424
8700 59501.37860025463 105.612 66.81223 2.07039
8471 59501.37982261574 5.812 66.0262 0.49654
1277 59501.37988988426 99.804 303.0 -59.30987
8241 59501.38104502315 105.606 65.24017 -1.07732
8012 59501.38226731482 105.579 64.45415 -2.65117
7782 59501.383489293985 98.122 63.66812 -4.22502
7554 59501.38462496528 105.567 63.1579 -5.79887
7325 59501.385846805555 98.208 62.36842 -7.37273
7098 59501.38698347222 330.829 61.85022 -8.94658
6421 59501.39081251158 98.441 58.92376 -13.66814
6199 59501.391951875 325.549 58.37838 -15.242
5540 59501.395719803244 221.711 55.57604 -19.96355
5112 59501.398285902775 91.734 53.49057 -23.11126
4902 59501.399347638886 349.577 53.14286 -24.68511
4286 59501.40339366898 219.653 49.25373 -29.40667
3891 59501.40593594907 214.73 47.07692 -32.55437
3509 59501.40842125 216.385 45.0 -35.70208
3142 59501.41092570602 132.888 42.76243 -38.84978
2964 59501.412463761575 344.322 40.67797 -40.42364
2455 59501.41644896991 138.685 36.21951 -45.1452
2294 59501.41805412037 135.19 33.75 -46.71905
2137 59501.41961881945 137.722 31.35484 -48.2929
1986 59501.421212824076 578.71 28.8 -49.86675
1427 59501.42791085648 152.034 16.61539 -56.16217
1300 59501.42967050926 154.964 12.96 -57.73602
1179 59501.43146407408 241.311 9.0 -59.30987
1061 59501.43425702546 250.676 1.56522 -60.88372
1059 59501.437158368055 47.192 353.3945 -62.45758
9725 59501.43770457176 41.797 241.85022 8.3658
1058 59501.43818833333 274.656 350.09174 -62.45758
10400 59501.44136722222 211.503 239.46428 13.08736
10844 59501.44381517361 227.432 237.82806 16.23506
11280 59501.44644748842 14.825 235.57603 19.38277
1050 59501.44661907407 76.712 323.66971 -62.45758
11495 59501.447506944445 12.789 235.2558 20.95662
1049 59501.447654965275 216.168 320.36697 -62.45758
11919 59501.45015690972 53.628 232.89099 24.10432
1160 59501.450777604165 54.567 311.47827 -60.88372
12128 59501.451409166664 108.601 231.92308 25.67818
12333 59501.452666122685 109.002 230.92683 27.25203
12536 59501.45392771991 109.397 229.90099 28.82588
12735 59501.45519388889 109.784 228.84422 30.39973
12932 59501.456464537034 110.16 227.7551 31.97359
13125 59501.457739537036 241.203 226.63213 33.54744
13501 59501.46053123842 211.138 223.54839 36.69514
13863 59501.46297496528 134.255 221.46066 39.84285
14038 59501.46452884259 214.892 219.31033 41.4167
14376 59501.46701601852 409.302 216.86748 44.56441
14848 59501.47175331019 106.194 209.60526 49.28596
14997 59501.47298240741 284.787 208.16327 50.85982
15278 59501.476278553244 183.75 202.33577 54.00752
15410 59501.47840528935 304.791 197.72726 55.58138
15661 59501.48193296296 197.867 190.32787 58.72908
15779 59501.48422309028 246.666 184.61539 60.30293
15890 59501.48707802084 87.845 176.75676 61.8768
15889 59501.48809474537 908.11 173.51352 61.8768
15879 59501.498605277775 88.697 141.08109 61.8768
15878 59501.49963186343 266.814 137.83784 61.8768
15761 59501.50271998843 226.552 129.23077 60.30293
15638 59501.50534211806 141.656 122.45902 58.72908
15512 59501.50698165509 349.182 119.05512 57.15523
15243 59501.511023113424 59.495 110.36497 54.00752
9725 59501.51171171296 73.472 241.85022 8.3658
15101 59501.512562083335 130.881 107.74648 52.43367
14955 59501.51407690972 112.069 105.30612 50.85982
10400 59501.51537400463 16.809 239.46428 13.08736
14803 59501.51556855324 103.519 103.02632 49.28596
10622 59501.51676668981 23.447 238.11658 14.66121
14647 59501.517038067126 67.704 100.89172 47.71211
10844 59501.517821678244 227.557 237.82806 16.23506
11280 59501.520455439815 91.376 235.57603 19.38277
11495 59501.52151303241 229.073 235.2558 20.95662
11919 59501.52416434028 108.186 232.89099 24.10432
12128 59501.52541649305 108.591 231.92308 25.67818
12333 59501.526673333334 108.991 230.92683 27.25203
12536 59501.52793480324 109.385 229.90099 28.82588
12735 59501.529200833334 109.77 228.84422 30.39973
12932 59501.53047131944 110.142 227.7551 31.97359
13125 59501.53174611111 130.01 226.63213 33.54744
13315 59501.53325085648 111.3 224.7619 35.12129
13501 59501.534539050925 345.354 223.54839 36.69514
14038 59501.538536203705 136.211 219.31033 41.4167
14208 59501.54011271991 241.428 217.05884 42.99055
14537 59501.54290702546 48.136 213.54037 46.13826
10744 59501.54346415509 198.418 74.93213 16.23506
14848 59501.54576065972 224.468 209.60526 49.28596
9845 59501.54835866898 57.254 71.68141 9.93965
15139 59501.54902133102 56.927 204.08452 52.43367
9617 59501.549680208336 113.999 70.57269 8.3658
9389 59501.5509996412 122.076 69.47369 6.79195
15410 59501.55241255787 189.825 197.72726 55.58138
15538 59501.55460960648 195.628 192.75591 57.15523
15660 59501.55687381944 200.96 187.37704 58.72908
15778 59501.559199745374 136.783 181.53847 60.30293
7554 59501.56078288194 105.554 63.1579 -5.79887
7325 59501.56200457176 8.386 62.36842 -7.37273
15889 59501.56210163194 89.125 173.51352 61.8768
15888 59501.563133171294 0.501 170.27028 61.8768
7098 59501.563138969905 331.104 61.85022 -8.94658
6421 59501.56697119213 98.236 58.92376 -13.66814
6199 59501.56810818287 299.44 58.37838 -15.242
15880 59501.57157392361 26.19 144.32433 61.8768
5540 59501.57187704861 63.54 55.57604 -19.96355
15879 59501.57261246528 158.291 141.08109 61.8768
5112 59501.57444453704 112.691 53.49057 -23.11126
15762 59501.57574883102 110.653 132.30769 60.30293
4693 59501.57702953704 119.552 51.30434 -26.25896
15639 59501.57841324074 98.469 125.40984 58.72908
4286 59501.57955292824 124.051 49.25373 -29.40667
15512 59501.5809887037 139.497 119.05512 57.15523
15380 59501.58260325232 302.02 115.9091 55.58138
3324 59501.58609885417 171.516 43.04348 -37.27593
14955 59501.588083993054 46.33 105.30612 50.85982
2964 59501.58862021991 82.546 40.67797 -40.42364
14803 59501.58957561343 52.4 103.02632 49.28596
2789 59501.59018209491 74.562 38.49711 -41.99749
14647 59501.59104508102 56.227 100.89172 47.71211
2620 59501.591695856485 51.912 36.42857 -43.57134
14486 59501.592296689814 124.238 99.50311 46.13826
14321 59501.59373462963 176.379 97.59036 44.56441
2137 59501.59577605324 137.79 31.35484 -48.2929
1986 59501.59737084491 145.357 28.8 -49.86675
1838 59501.59905321759 142.794 25.89041 -51.44061
1696 59501.60070592593 145.574 22.97872 -53.01446
1558 59501.602390810185 376.233 19.85294 -54.58831
1299 59501.6067453588 157.152 10.08 -57.73602
1178 59501.60856424768 245.197 6.0 -59.30987
1175 59501.61140217593 86.949 358.43478 -60.88372
1174 59501.61240853009 312.943 355.30435 -60.88372
10965 59501.61603055555 35.317 76.43835 17.80891
1056 59501.61643931713 89.174 343.48624 -62.45758
10744 59501.61747142361 93.836 74.93213 16.23506
1054 59501.61855748843 91.673 336.88074 -62.45758
1053 59501.61961851852 91.464 333.57797 -62.45758
1052 59501.62067712963 31.457 330.27524 -62.45758
10071 59501.62104121528 59.562 72.8 11.5135
1051 59501.621730590276 54.851 326.97247 -62.45758
9845 59501.62236543981 114.245 71.68141 9.93965
9617 59501.623687719904 107.918 70.57269 8.3658
1162 59501.62493677084 87.022 317.73914 -60.88372
1161 59501.625943969906 190.858 314.6087 -60.88372
1279 59501.62815297454 573.494 309.0 -59.30987
7554 59501.63479063658 105.545 63.1579 -5.79887
7325 59501.636012222225 97.925 62.36842 -7.37273
7098 59501.63714561343 97.966 61.85022 -8.94658
6871 59501.638279479164 233.239 61.32743 -10.52043
6421 59501.64097900463 98.145 58.92376 -13.66814
6199 59501.64211494213 325.648 58.37838 -15.242
5540 59501.6458840162 221.871 55.57604 -19.96355
5112 59501.648451967594 223.379 53.49057 -23.11126
4693 59501.651037372685 217.986 51.30434 -26.25896
4286 59501.6535603588 219.541 49.25373 -29.40667
3891 59501.656101342596 214.413 47.07692 -32.55437
3509 59501.65858297454 131.595 45.0 -35.70208
3324 59501.66010606482 217.731 43.04348 -37.27593
2964 59501.66262609954 135.047 40.67797 -40.42364
2789 59501.66418914352 130.842 38.49711 -41.99749
2620 59501.66570351852 490.202 36.42857 -43.57134
1986 59501.67137715278 145.39 28.8 -49.86675
1838 59501.67305990741 142.791 25.89041 -51.44061
1696 59501.67471258102 145.557 22.97872 -53.01446
1558 59501.67639726852 376.319 19.85294 -54.58831
1299 59501.6807528125 157.064 10.08 -57.73602
1178 59501.68257068287 83.657 6.0 -59.30987
1177 59501.68353893518 161.543 3.0 -59.30987
1175 59501.68540864583 87.036 358.43478 -60.88372
1174 59501.686416006945 5.707 355.30435 -60.88372
9499 59501.686482060184 119.983 243.1579 6.79195
9725 59501.687870752314 195.908 241.85022 8.3658
10176 59501.69013820602 26.587 240.8 11.5135
1056 59501.690445925924 91.39 343.48624 -62.45758
1055 59501.69150368056 91.647 340.18347 -62.45758
1054 59501.69256440972 91.669 336.88074 -62.45758
1053 59501.69362539352 30.515 333.57797 -62.45758
10844 59501.69397857639 60.937 237.82806 16.23506
1052 59501.69468386574 257.871 330.27524 -62.45758
11495 59501.697668483794 110.204 235.2558 20.95662
1162 59501.698943993055 119.119 317.73914 -60.88372
11919 59501.70032268519 108.151 232.89099 24.10432
12128 59501.70157443287 50.602 231.92308 25.67818
1279 59501.70216010416 57.953 309.0 -59.30987
12333 59501.702830856484 108.952 230.92683 27.25203
12536 59501.704091875 19.952 229.90099 28.82588
1401 59501.70432280093 89.39 303.84003 -57.73602
12735 59501.70535740741 109.724 228.84422 30.39973
12932 59501.70662736111 110.091 227.7551 31.97359
13125 59501.7079015625 130.31 226.63213 33.54744
13315 59501.709409780095 111.229 224.7619 35.12129
13501 59501.710697152776 345.23 223.54839 36.69514
14038 59501.71469287037 136.435 219.31033 41.4167
14208 59501.71627197917 241.319 217.05884 42.99055
14537 59501.71906502315 141.415 213.54037 46.13826
14695 59501.720701770835 104.982 210.95541 47.71211
14848 59501.72191684028 173.828 209.60526 49.28596
14996 59501.72392873843 107.945 205.71429 50.85982
15139 59501.72517810185 181.734 204.08452 52.43367
15277 59501.72728150463 301.13 199.70804 54.00752
15538 59501.73076680556 195.642 192.75591 57.15523
15660 59501.733031180556 286.593 187.37704 58.72908
15777 59501.73634822917 344.392 178.46155 60.30293
15887 59501.74033424768 90.946 167.02704 61.8768
15886 59501.741386863425 91.445 163.78378 61.8768
15885 59501.74244525463 91.718 160.54054 61.8768
15884 59501.74350680556 91.76 157.2973 61.8768
15883 59501.744568842594 91.572 154.05406 61.8768
15882 59501.745628703706 91.157 150.81082 61.8768
15881 59501.74668376157 90.515 147.56757 61.8768
15880 59501.74773138889 274.744 144.32433 61.8768
15763 59501.750911296294 233.558 135.38461 60.30293
15640 59501.75361451389 226.39 128.36066 58.72908
15513 59501.756234768516 355.554 121.88977 57.15523
15244 59501.76034997685 11.991 112.99271 54.00752
9499 59501.760488761574 120.108 243.1579 6.79195
9725 59501.76187890046 3.01 241.85022 8.3658
15102 59501.761913738424 132.967 110.28169 52.43367
14956 59501.763452708336 59.748 107.7551 50.85982
10176 59501.76414423611 71.15 240.8 11.5135
14804 59501.764967731484 49.384 105.39474 49.28596
10400 59501.765539305554 211.355 239.46428 13.08736
10844 59501.76798554398 227.929 237.82806 16.23506
11280 59501.77062361111 90.812 235.57603 19.38277
11495 59501.771674675925 229.416 235.2558 20.95662
11919 59501.7743299537 108.132 232.89099 24.10432
12128 59501.77558148148 108.534 231.92308 25.67818
12333 59501.77683766204 108.93 230.92683 27.25203
12536 59501.77809842592 109.32 229.90099 28.82588
12735 59501.7793637037 350.194 228.84422 30.39973
13315 59501.783416875 111.195 224.7619 35.12129
13501 59501.784703854166 132.9 223.54839 36.69514
13684 59501.78624204861 487.169 221.53847 38.269
14375 59501.791880578705 26.545 214.69879 44.56441
10965 59501.7921878125 76.342 76.43835 17.80891
14537 59501.79307140046 127.074 213.54037 46.13826
10521 59501.79454216435 14.398 75.06726 14.66121
14695 59501.79470880787 100.436 210.95541 47.71211
10297 59501.79587126157 114.701 73.92857 13.08736
10071 59501.79719881945 63.696 72.8 11.5135
14996 59501.797936041665 289.648 205.71429 50.85982
15277 59501.801288449074 187.637 199.70804 54.00752
15409 59501.803460173614 392.143 195.0 55.58138
15659 59501.80799886574 203.567 184.42622 58.72908
15777 59501.81035496528 87.216 178.46155 60.30293
15776 59501.811364409725 167.534 175.38461 60.30293
7098 59501.81330346065 97.747 61.85022 -8.94658
6871 59501.81443479167 82.846 61.32743 -10.52043
15886 59501.81539365741 91.465 163.78378 61.8768
15885 59501.816452280094 59.35 160.54054 61.8768
6421 59501.81713920139 32.374 58.92376 -13.66814
15884 59501.81751390046 65.544 157.2973 61.8768
6199 59501.81827251158 26.212 58.37838 -15.242
15883 59501.8185758912 91.559 154.05406 61.8768
15882 59501.81963560185 207.883 150.81082 61.8768
5540 59501.82204165509 161.252 55.57604 -19.96355
15764 59501.823907997685 60.689 138.46155 60.30293
5112 59501.82461041667 223.435 53.49057 -23.11126
4693 59501.82719646991 36.727 51.30434 -26.25896
15640 59501.827621550925 145.769 128.36066 58.72908
15514 59501.82930869213 35.386 124.72441 57.15523
4286 59501.82971825232 186.881 49.25373 -29.40667
15381 59501.831881226855 32.539 118.63637 55.58138
3891 59501.832257835646 106.905 47.07692 -32.55437
15245 59501.833495162035 30.037 115.62044 54.00752
3698 59501.8338428125 209.078 45.0 -34.12823
3324 59501.83626269676 103.428 43.04348 -37.27593
14956 59501.837459780094 36.636 107.7551 50.85982
3141 59501.83788380787 94.259 40.77348 -38.84978
14804 59501.83897476852 128.908 105.39474 49.28596
14648 59501.84046675926 109.026 103.18471 47.71211
14487 59501.84172863426 11.415 101.73913 46.13826
2620 59501.84186075231 139.143 36.42857 -43.57134
2454 59501.843471203705 141.041 34.02439 -45.1452
2293 59501.84510362268 137.585 31.5 -46.71905
2136 59501.84669604167 140.143 29.03226 -48.2929
1985 59501.84831806713 147.466 26.4 -49.86675
1837 59501.85002484954 145.127 23.42466 -51.44061
1695 59501.851704560184 147.882 20.42553 -53.01446
1557 59501.853416157406 147.652 17.20588 -54.58831
1426 59501.855125092596 235.975 13.84615 -56.16217
1298 59501.857856284725 244.547 7.2 -57.73602
1176 59501.86068668981 251.377 0.0 -59.30987
1173 59501.863596145835 89.454 352.17392 -60.88372
1172 59501.86463149305 90.264 349.04349 -60.88372
1171 59501.865676215275 248.207 345.91302 -60.88372
10521 59501.86854898148 114.883 75.06726 14.66121
10297 59501.86987864583 183.79 73.92857 13.08736
1165 59501.87200584491 90.061 327.13043 -60.88372
1164 59501.873048217596 139.15 324.0 -60.88372
9390 59501.87465875 114.301 71.05264 6.79195
9160 59501.87598167824 31.079 69.95633 5.21809
1281 59501.87634138889 74.402 315.0 -59.30987
8931 59501.877202523145 11.709 69.1703 3.64424
1280 59501.87733804398 93.815 312.0 -59.30987
8701 59501.87842386574 95.793 68.38428 2.07039
1402 59501.87953258102 9.755 306.72 -57.73602
8472 59501.87964548611 105.556 67.59825 0.49654
8242 59501.88086719908 69.964 66.81223 -1.07732
1530 59501.88167696759 486.79 301.84616 -56.16217
7098 59501.88731111111 97.651 61.85022 -8.94658
6871 59501.888441331015 331.646 61.32743 -10.52043
6199 59501.89227982639 325.64 58.37838 -15.242
5540 59501.896048807874 221.959 55.57604 -19.96355
5112 59501.89861777778 223.448 53.49057 -23.11126
4693 59501.901203981484 217.827 51.30434 -26.25896
4286 59501.90372512731 219.36 49.25373 -29.40667
3891 59501.9062640162 137.108 47.07692 -32.55437
3698 59501.90785091435 208.903 45.0 -34.12823
3324 59501.91026877315 140.208 43.04348 -37.27593
3141 59501.911891550924 343.468 40.77348 -38.84978
2620 59501.915866875 280.308 36.42857 -43.57134
2293 59501.919111180556 137.598 31.5 -46.71905
2136 59501.92070375 140.146 29.03226 -48.2929
1985 59501.922325810185 147.472 26.4 -49.86675
1837 59501.924032662035 145.101 23.42466 -51.44061
1695 59501.92571207176 295.429 20.42553 -53.01446
1426 59501.92913138889 212.671 13.84615 -56.16217
8586 59501.9315928588 23.389 246.81223 0.49654
1298 59501.931863564816 82.16 7.2 -57.73602
8814 59501.93281449074 105.525 246.0262 2.07039
9043 59501.934035844904 56.865 245.24017 3.64424
1176 59501.93469400463 48.615 0.0 -59.30987
9271 59501.93525667824 120.119 244.45415 5.21809
9499 59501.93664694444 172.08 243.1579 6.79195
1172 59501.938638611115 90.302 349.04349 -60.88372
1171 59501.93968377315 53.281 345.91302 -60.88372
10176 59501.94030045139 120.818 240.8 11.5135
10400 59501.941698807874 211.228 239.46428 13.08736
10844 59501.94414357639 70.835 237.82806 16.23506
1166 59501.94496342593 90.695 330.26086 -60.88372
1165 59501.94601313658 90.03 327.13043 -60.88372
1164 59501.947055150464 66.983 324.0 -60.88372
11495 59501.94783041667 217.576 235.2558 20.95662
1281 59501.95034865741 12.036 315.0 -59.30987
11919 59501.95048796296 108.071 232.89099 24.10432
12128 59501.95173878472 108.472 231.92308 25.67818
12333 59501.95299424769 47.121 230.92683 27.25203
1402 59501.95353962963 61.747 306.72 -57.73602
12536 59501.95425429398 109.253 229.90099 28.82588
12735 59501.9555187963 14.28 228.84422 30.39973
1530 59501.95568407408 336.041 301.84616 -56.16217
13315 59501.9595734375 111.103 224.7619 35.12129
13501 59501.96085935185 133.144 223.54839 36.69514
13684 59501.96240037037 134.882 221.53847 38.269
13862 59501.96396150463 213.678 219.4382 39.84285
14208 59501.96643462963 138.551 217.05884 42.99055
14375 59501.96803822917 416.432 214.69879 44.56441
14847 59501.972858043984 286.439 207.23683 49.28596
15138 59501.976173310184 185.457 201.5493 52.43367
15276 59501.97831980324 112.073 197.08029 54.00752
15409 59501.979616944445 193.406 195.0 55.58138
15537 59501.981855439815 283.752 189.92126 57.15523
15658 59501.985139606484 294.377 181.4754 58.72908
15775 59501.988546747685 89.558 172.30769 60.30293
15774 59501.98958329861 727.865 169.23077 60.30293
15766 59501.998007662034 89.387 144.61539 60.30293
