# FieldId Time[UTC] deltaT[sec] RA Dec
13411 2021-09-23T00:29:12.307 214.76 49.35484 36.69514
13225 2021-09-23T00:32:47.067 120.984 53.33333 35.12129
13033 2021-09-23T00:34:48.051 210.147 55.02591 33.54744
12840 2021-09-23T00:38:18.198 130.917 58.77551 31.97359
12642 2021-09-23T00:40:29.115 205.65 60.60301 30.39973
12443 2021-09-23T00:43:54.765 128.698 64.15842 28.82588
12239 2021-09-23T00:46:03.463 327.169 65.85366 27.25203
11824 2021-09-23T00:51:30.632 3534.462 70.80569 24.10432
14284 2021-09-23T01:50:25.094 91.738 17.34940 44.56441
14285 2021-09-23T01:51:56.832 91.339 19.51807 44.56441
14286 2021-09-23T01:53:28.171 312.729 21.68675 44.56441
14119 2021-09-23T01:58:40.900 89.247 28.58824 42.99055
14120 2021-09-23T02:00:10.147 218.337 30.70588 42.99055
13949 2021-09-23T02:03:48.484 87.116 35.17241 41.41670
13950 2021-09-23T02:05:15.600 213.801 37.24138 41.41670
13774 2021-09-23T02:08:49.401 210.377 41.46067 39.84285
13595 2021-09-23T02:12:19.778 206.719 45.49451 38.26900
13411 2021-09-23T02:15:46.497 335.824 49.35484 36.69514
13033 2021-09-23T02:21:22.321 210.052 55.02591 33.54744
12840 2021-09-23T02:24:52.373 131.002 58.77551 31.97359
12642 2021-09-23T02:27:03.375 334.301 60.60301 30.39973
12239 2021-09-23T02:32:37.676 127.964 65.85366 27.25203
12033 2021-09-23T02:34:45.640 12467.683 67.50000 25.67818
14283 2021-09-23T06:02:33.323 91.927 15.18072 44.56441
14284 2021-09-23T06:04:05.250 91.56 17.34940 44.56441
14285 2021-09-23T06:05:36.810 314.534 19.51807 44.56441
14118 2021-09-23T06:10:51.344 89.59 26.47059 42.99055
14119 2021-09-23T06:12:20.934 220.04 28.58824 42.99055
13948 2021-09-23T06:16:00.974 87.522 33.10345 41.41670
13949 2021-09-23T06:17:28.496 215.596 35.17241 41.41670
13773 2021-09-23T06:21:04.092 212.195 39.43820 39.84285
13594 2021-09-23T06:24:36.287 208.537 43.51648 38.26900
13410 2021-09-23T06:28:04.824 216.139 47.41935 36.69514
13224 2021-09-23T06:31:40.963 333.939 51.42857 35.12129
12839 2021-09-23T06:37:14.902 338.905 56.93877 31.97359
12442 2021-09-23T06:42:53.807 129.724 62.37624 28.82588
12238 2021-09-23T06:45:03.531 329.346 64.09756 27.25203
11823 2021-09-23T06:50:32.877 140.399 69.09953 24.10432
11612 2021-09-23T06:52:53.276 417.825 70.98592 22.53047
10965 2021-09-23T06:59:51.101 2956.522 76.43835 17.80891
14283 2021-09-23T07:49:07.623 91.86 15.18072 44.56441
14284 2021-09-23T07:50:39.483 406.15 17.34940 44.56441
14118 2021-09-23T07:57:25.633 309.64 26.47059 42.99055
13948 2021-09-23T08:02:35.273 87.365 33.10345 41.41670
13949 2021-09-23T08:04:02.638 215.662 35.17241 41.41670
13773 2021-09-23T08:07:38.300 212.219 39.43820 39.84285
13594 2021-09-23T08:11:10.519 208.528 43.51648 38.26900
13410 2021-09-23T08:14:39.047 216.075 47.41935 36.69514
13224 2021-09-23T08:18:15.122 333.984 51.42857 35.12129
12839 2021-09-23T08:23:49.106 132.073 56.93877 31.97359
12641 2021-09-23T08:26:01.179 206.799 58.79397 30.39973
12442 2021-09-23T08:29:27.978 129.79 62.37624 28.82588
12238 2021-09-23T08:31:37.768 329.279 64.09756 27.25203
11823 2021-09-23T08:37:07.047 140.415 69.09953 24.10432
11612 2021-09-23T08:39:27.462 417.847 70.98592 22.53047
10965 2021-09-23T08:46:25.309 11690.452 76.43835 17.80891
14282 2021-09-23T12:01:15.761 92.035 13.01205 44.56441
14283 2021-09-23T12:02:47.796 91.69 15.18072 44.56441
14284 2021-09-23T12:04:19.486 316.452 17.34940 44.56441
14117 2021-09-23T12:09:35.938 89.792 24.35294 42.99055
14118 2021-09-23T12:11:05.730 309.636 26.47059 42.99055
13948 2021-09-23T12:16:15.366 217.459 33.10345 41.41670
13772 2021-09-23T12:19:52.825 214.042 37.41573 39.84285
13593 2021-09-23T12:23:26.867 210.351 41.53846 38.26900
13409 2021-09-23T12:26:57.218 217.515 45.48387 36.69514
13223 2021-09-23T12:30:34.733 203.052 49.52381 35.12129
13032 2021-09-23T12:33:57.785 133.715 53.16062 33.54744
12838 2021-09-23T12:36:11.500 209.696 55.10204 31.97359
12641 2021-09-23T12:39:41.196 131.55 58.79397 30.39973
12441 2021-09-23T12:41:52.746 334.036 60.59406 28.82588
12032 2021-09-23T12:47:26.782 128.25 65.76923 25.67818
11822 2021-09-23T12:49:35.032 141.066 67.39336 24.10432
11611 2021-09-23T12:51:56.098 140.535 69.29578 22.53047
11397 2021-09-23T12:54:16.633 139.942 71.16279 20.95662
11182 2021-09-23T12:56:36.575 139.294 72.99539 19.38277
10964 2021-09-23T12:58:55.869 138.597 74.79452 17.80891
10745 2021-09-23T13:01:14.466 137.856 76.56109 16.23506
10523 2021-09-23T13:03:32.322 2749.722 78.29596 14.66121
14283 2021-09-23T13:49:22.044 91.615 15.18072 44.56441
14284 2021-09-23T13:50:53.659 406.266 17.34940 44.56441
14118 2021-09-23T13:57:39.925 309.624 26.47059 42.99055
13948 2021-09-23T14:02:49.549 217.529 33.10345 41.41670
13772 2021-09-23T14:06:27.078 214.068 37.41573 39.84285
13593 2021-09-23T14:10:01.146 210.34 41.53846 38.26900
13409 2021-09-23T14:13:31.486 217.448 45.48387 36.69514
13223 2021-09-23T14:17:08.934 202.992 49.52381 35.12129
13032 2021-09-23T14:20:31.926 133.818 53.16062 33.54744
12838 2021-09-23T14:22:45.744 341.206 55.10204 31.97359
12441 2021-09-23T14:28:26.950 130.837 60.59406 28.82588
12237 2021-09-23T14:30:37.787 331.438 62.34146 27.25203
11822 2021-09-23T14:36:09.225 141.08 67.39336 24.10432
11611 2021-09-23T14:38:30.305 140.545 69.29578 22.53047
11397 2021-09-23T14:40:50.850 139.947 71.16279 20.95662
11182 2021-09-23T14:43:10.797 139.296 72.99539 19.38277
10964 2021-09-23T14:45:30.093 138.597 74.79452 17.80891
10745 2021-09-23T14:47:48.690 137.855 76.56109 16.23506
10523 2021-09-23T14:50:06.545 11483.75 78.29596 14.66121
14282 2021-09-23T18:01:30.295 91.811 13.01205 44.56441
14283 2021-09-23T18:03:02.106 91.424 15.18072 44.56441
14284 2021-09-23T18:04:33.530 316.922 17.34940 44.56441
14117 2021-09-23T18:09:50.452 311.706 24.35294 42.99055
13947 2021-09-23T18:15:02.158 219.33 31.03448 41.41670
13771 2021-09-23T18:18:41.488 85.563 35.39326 39.84285
13772 2021-09-23T18:20:07.051 214.115 37.41573 39.84285
13593 2021-09-23T18:23:41.166 210.304 41.53846 38.26900
13409 2021-09-23T18:27:11.470 136.975 45.48387 36.69514
13222 2021-09-23T18:29:28.445 204.781 47.61905 35.12129
13031 2021-09-23T18:32:53.226 345.799 51.29534 33.54744
12640 2021-09-23T18:38:39.025 132.63 56.98492 30.39973
12440 2021-09-23T18:40:51.655 336.253 58.81188 28.82588
12031 2021-09-23T18:46:27.908 129.262 64.03846 25.67818
11821 2021-09-23T18:48:37.170 141.739 65.68720 24.10432
11610 2021-09-23T18:50:58.909 141.198 67.60564 22.53047
11396 2021-09-23T18:53:20.107 140.596 69.48837 20.95662
11181 2021-09-23T18:55:40.703 139.936 71.33641 19.38277
10963 2021-09-23T18:58:00.639 139.229 73.15068 17.80891
10744 2021-09-23T19:00:19.868 138.476 74.93213 16.23506
10522 2021-09-23T19:02:38.344 152.491 76.68161 14.66121
10300 2021-09-23T19:05:10.835 152.144 78.75000 13.08736
10076 2021-09-23T19:07:42.979 2421.595 80.80000 11.51350
14282 2021-09-23T19:48:04.574 91.739 13.01205 44.56441
14283 2021-09-23T19:49:36.313 91.34 15.18072 44.56441
14284 2021-09-23T19:51:07.653 317.043 17.34940 44.56441
14117 2021-09-23T19:56:24.696 89.221 24.35294 42.99055
14118 2021-09-23T19:57:53.917 222.479 26.47059 42.99055
13947 2021-09-23T20:01:36.396 304.783 31.03448 41.41670
13772 2021-09-23T20:06:41.179 424.411 37.41573 39.84285
13409 2021-09-23T20:13:45.590 137.113 45.48387 36.69514
13222 2021-09-23T20:16:02.703 204.715 47.61905 35.12129
13031 2021-09-23T20:19:27.418 134.939 51.29534 33.54744
12837 2021-09-23T20:21:42.357 210.837 53.26530 31.97359
12640 2021-09-23T20:25:13.194 132.708 56.98492 30.39973
12440 2021-09-23T20:27:25.902 336.176 58.81188 28.82588
12031 2021-09-23T20:33:02.078 129.317 64.03846 25.67818
11821 2021-09-23T20:35:11.395 141.751 65.68720 24.10432
11610 2021-09-23T20:37:33.146 141.205 67.60564 22.53047
11396 2021-09-23T20:39:54.351 140.599 69.48837 20.95662
11181 2021-09-23T20:42:14.950 139.936 71.33641 19.38277
10963 2021-09-23T20:44:34.886 139.226 73.15068 17.80891
10744 2021-09-23T20:46:54.112 138.473 74.93213 16.23506
10522 2021-09-23T20:49:12.585 152.458 76.68161 14.66121
10300 2021-09-23T20:51:45.043 11307.76 78.75000 13.08736
14281 2021-09-24T00:00:12.803 91.925 10.84337 44.56441
14282 2021-09-24T00:01:44.728 91.557 13.01205 44.56441
14283 2021-09-24T00:03:16.285 318.876 15.18072 44.56441
14116 2021-09-24T00:08:35.161 89.552 22.23529 42.99055
14117 2021-09-24T00:10:04.713 224.221 24.35294 42.99055
13946 2021-09-24T00:13:48.934 87.434 28.96552 41.41670
13947 2021-09-24T00:15:16.368 219.562 31.03448 41.41670
13771 2021-09-24T00:18:55.930 215.973 35.39326 39.84285
13592 2021-09-24T00:22:31.903 212.119 39.56044 38.26900
13408 2021-09-24T00:26:04.022 344.66 43.54839 36.69514
13030 2021-09-24T00:31:48.682 213.711 49.43005 33.54744
12837 2021-09-24T00:35:22.393 134.487 53.26530 31.97359
12639 2021-09-24T00:37:36.880 341.001 55.17588 30.39973
12236 2021-09-24T00:43:17.881 131.193 60.58537 27.25203
12030 2021-09-24T00:45:29.074 130.289 62.30769 25.67818
11820 2021-09-24T00:47:39.363 997.871 63.98104 24.10432
10299 2021-09-24T01:04:17.234 152.437 77.14285 13.08736
10075 2021-09-24T01:06:49.671 805.93 79.20000 11.51350
08714 2021-09-24T01:20:15.601 1683.382 88.82096 2.07039
14282 2021-09-24T01:48:18.983 91.477 13.01205 44.56441
14283 2021-09-24T01:49:50.460 408.428 15.18072 44.56441
14117 2021-09-24T01:56:38.888 224.355 24.35294 42.99055
13946 2021-09-24T02:00:23.243 87.268 28.96552 41.41670
13947 2021-09-24T02:01:50.511 219.619 31.03448 41.41670
13771 2021-09-24T02:05:30.130 215.986 35.39326 39.84285
13592 2021-09-24T02:09:06.116 212.096 39.56044 38.26900
13408 2021-09-24T02:12:38.212 344.728 43.54839 36.69514
13030 2021-09-24T02:18:22.940 213.589 49.43005 33.54744
12837 2021-09-24T02:21:56.529 134.577 53.26530 31.97359
12639 2021-09-24T02:24:11.106 340.926 55.17588 30.39973
12236 2021-09-24T02:29:52.032 131.255 60.58537 27.25203
12030 2021-09-24T02:32:03.287 130.343 62.30769 25.67818
11820 2021-09-24T02:34:13.630 142.427 63.98104 24.10432
11609 2021-09-24T02:36:36.057 141.871 65.91549 22.53047
11395 2021-09-24T02:38:57.928 141.253 67.81396 20.95662
11180 2021-09-24T02:41:19.181 140.579 69.67742 19.38277
10962 2021-09-24T02:43:39.760 139.856 71.50685 17.80891
10743 2021-09-24T02:45:59.616 139.092 73.30317 16.23506
10521 2021-09-24T02:48:18.708 152.752 75.06726 14.66121
10299 2021-09-24T02:50:51.460 152.403 77.14285 13.08736
10075 2021-09-24T02:53:23.863 236.798 79.20000 11.51350
09624 2021-09-24T02:57:20.661 569.138 81.67401 8.36580
08714 2021-09-24T03:06:49.799 10417.608 88.82096 2.07039
14281 2021-09-24T06:00:27.407 91.686 10.84337 44.56441
14282 2021-09-24T06:01:59.093 91.274 13.01205 44.56441
14283 2021-09-24T06:03:30.367 319.291 15.18072 44.56441
14116 2021-09-24T06:08:49.658 89.092 22.23529 42.99055
14117 2021-09-24T06:10:18.750 224.653 24.35294 42.99055
13946 2021-09-24T06:14:03.403 439.292 28.96552 41.41670
13591 2021-09-24T06:21:22.695 213.943 37.58242 38.26900
13407 2021-09-24T06:24:56.638 220.002 41.61290 36.69514
13221 2021-09-24T06:28:36.640 342.581 45.71429 35.12129
12836 2021-09-24T06:34:19.221 345.742 51.42857 31.97359
12439 2021-09-24T06:40:04.963 133.142 57.02970 28.82588
12235 2021-09-24T06:42:18.105 132.252 58.82927 27.25203
12029 2021-09-24T06:44:30.357 1286.132 60.57692 25.67818
10074 2021-09-24T07:05:56.489 152.306 77.60001 11.51350
09850 2021-09-24T07:08:28.795 2404.539 79.64601 9.93965
14282 2021-09-24T07:48:33.334 91.185 13.01205 44.56441
14283 2021-09-24T07:50:04.519 319.395 15.18072 44.56441
14116 2021-09-24T07:55:23.914 88.95 22.23529 42.99055
14117 2021-09-24T07:56:52.864 224.769 24.35294 42.99055
13946 2021-09-24T08:00:37.633 221.512 28.96552 41.41670
13770 2021-09-24T08:04:19.145 217.853 33.37078 39.84285
13591 2021-09-24T08:07:56.998 213.916 37.58242 38.26900
13407 2021-09-24T08:11:30.914 219.917 41.61290 36.69514
13221 2021-09-24T08:15:10.831 342.599 45.71429 35.12129
12836 2021-09-24T08:20:53.430 135.703 51.42857 31.97359
12638 2021-09-24T08:23:09.133 209.971 53.36683 30.39973
12439 2021-09-24T08:26:39.104 133.211 57.02970 28.82588
12235 2021-09-24T08:28:52.315 132.311 58.82927 27.25203
12029 2021-09-24T08:31:04.626 1133.396 60.57692 25.67818
10298 2021-09-24T08:49:58.022 152.677 75.53571 13.08736
10074 2021-09-24T08:52:30.699 11291.308 77.60001 11.51350
14281 2021-09-24T12:00:42.007 91.416 10.84337 44.56441
14282 2021-09-24T12:02:13.423 90.961 13.01205 44.56441
14283 2021-09-24T12:03:44.384 319.606 15.18072 44.56441
14116 2021-09-24T12:09:03.990 313.624 22.23529 42.99055
13946 2021-09-24T12:14:17.614 439.499 28.96552 41.41670
13591 2021-09-24T12:21:37.113 213.835 37.58242 38.26900
13407 2021-09-24T12:25:10.948 139.811 41.61290 36.69514
13220 2021-09-24T12:27:30.759 207.969 43.80952 35.12129
13029 2021-09-24T12:30:58.728 137.48 47.56477 33.54744
12835 2021-09-24T12:33:16.208 212.971 49.59184 31.97359
12638 2021-09-24T12:36:49.179 135.098 53.36683 30.39973
12438 2021-09-24T12:39:04.277 134.232 55.24752 28.82588
12234 2021-09-24T12:41:18.509 337.59 57.07317 27.25203
11819 2021-09-24T12:46:56.099 143.125 62.27488 24.10432
11608 2021-09-24T12:49:19.224 284.449 64.22535 22.53047
11179 2021-09-24T12:54:03.673 141.21 68.01843 19.38277
10961 2021-09-24T12:56:24.883 140.471 69.86301 17.80891
10742 2021-09-24T12:58:45.354 139.691 71.67421 16.23506
10520 2021-09-24T13:01:05.045 391.026 73.45291 14.66121
09849 2021-09-24T13:07:36.071 655.702 78.05309 9.93965
08712 2021-09-24T13:18:31.773 1906.75 85.67686 2.07039
14283 2021-09-24T13:50:18.523 319.68 15.18072 44.56441
14116 2021-09-24T13:55:38.203 313.569 22.23529 42.99055
13946 2021-09-24T14:00:51.772 221.677 28.96552 41.41670
13770 2021-09-24T14:04:33.449 217.861 33.37078 39.84285
13591 2021-09-24T14:08:11.310 213.794 37.58242 38.26900
13407 2021-09-24T14:11:45.104 139.944 41.61290 36.69514
13220 2021-09-24T14:14:05.048 345.46 43.80952 35.12129
12835 2021-09-24T14:19:50.508 212.814 49.59184 31.97359
12638 2021-09-24T14:23:23.322 135.173 53.36683 30.39973
12438 2021-09-24T14:25:38.495 134.298 55.24752 28.82588
12234 2021-09-24T14:27:52.793 337.463 57.07317 27.25203
11819 2021-09-24T14:33:30.256 143.133 62.27488 24.10432
11608 2021-09-24T14:35:53.389 142.547 64.22535 22.53047
11394 2021-09-24T14:38:15.936 141.903 66.13953 20.95662
11179 2021-09-24T14:40:37.839 141.206 68.01843 19.38277
10961 2021-09-24T14:42:59.045 518.697 69.86301 17.80891
10073 2021-09-24T14:51:37.742 152.521 76.00001 11.51350
09849 2021-09-24T14:54:10.263 237.54 78.05309 9.93965
09396 2021-09-24T14:58:07.803 418.178 80.52632 6.79195
08712 2021-09-24T15:05:05.981 10550.652 85.67686 2.07039
14281 2021-09-24T18:00:56.633 91.118 10.84337 44.56441
14282 2021-09-24T18:02:27.751 90.618 13.01205 44.56441
14283 2021-09-24T18:03:58.369 231.012 15.18072 44.56441
14115 2021-09-24T18:07:49.381 88.808 20.11765 42.99055
14116 2021-09-24T18:09:18.189 226.93 22.23529 42.99055
13945 2021-09-24T18:13:05.119 223.544 26.89655 41.41670
13769 2021-09-24T18:16:48.663 84.685 31.34831 39.84285
13770 2021-09-24T18:18:13.348 135.058 33.37078 39.84285
13590 2021-09-24T18:20:28.406 215.66 35.60440 38.26900
13406 2021-09-24T18:24:04.066 566.505 39.67742 36.69514
12835 2021-09-24T18:33:30.571 137.048 49.59184 31.97359
12637 2021-09-24T18:35:47.619 345.178 51.55779 30.39973
12234 2021-09-24T18:41:32.797 133.516 57.07317 27.25203
12028 2021-09-24T18:43:46.313 132.546 58.84616 25.67818
11818 2021-09-24T18:45:58.859 143.801 60.56872 24.10432
11607 2021-09-24T18:48:22.660 143.206 62.53521 22.53047
11393 2021-09-24T18:50:45.866 142.551 64.46512 20.95662
11178 2021-09-24T18:53:08.417 141.843 66.35945 19.38277
10960 2021-09-24T18:55:30.260 141.089 68.21918 17.80891
10741 2021-09-24T18:57:51.349 140.295 70.04525 16.23506
10519 2021-09-24T19:00:11.644 391.964 71.83856 14.66121
09848 2021-09-24T19:06:43.608 152.34 76.46017 9.93965
09622 2021-09-24T19:09:15.948 237.477 78.50220 8.36580
09167 2021-09-24T19:13:13.425 266.792 80.96069 5.21809
08711 2021-09-24T19:17:40.217 267.043 84.10480 2.07039
08255 2021-09-24T19:22:07.260 1614.734 87.24891 -1.07732
14282 2021-09-24T19:49:01.994 90.511 13.01205 44.56441
14283 2021-09-24T19:50:32.505 319.863 15.18072 44.56441
14116 2021-09-24T19:55:52.368 227.031 22.23529 42.99055
13945 2021-09-24T19:59:39.399 86.29 26.89655 41.41670
13946 2021-09-24T20:01:05.689 221.778 28.96552 41.41670
13770 2021-09-24T20:04:47.467 350.872 33.37078 39.84285
13406 2021-09-24T20:10:38.339 220.938 39.67742 36.69514
13220 2021-09-24T20:14:19.277 129.81 43.80952 35.12129
13028 2021-09-24T20:16:29.087 215.64 45.69948 33.54744
12835 2021-09-24T20:20:04.727 137.131 49.59184 31.97359
12637 2021-09-24T20:22:21.858 478.633 51.55779 30.39973
12028 2021-09-24T20:30:20.491 132.596 58.84616 25.67818
11818 2021-09-24T20:32:33.087 143.803 60.56872 24.10432
11607 2021-09-24T20:34:56.890 143.203 62.53521 22.53047
11393 2021-09-24T20:37:20.093 142.544 64.46512 20.95662
11178 2021-09-24T20:39:42.637 141.833 66.35945 19.38277
10960 2021-09-24T20:42:04.470 141.078 68.21918 17.80891
10741 2021-09-24T20:44:25.548 140.283 70.04525 16.23506
10519 2021-09-24T20:46:45.831 239.237 71.83856 14.66121
10072 2021-09-24T20:50:45.068 152.758 74.40000 11.51350
09848 2021-09-24T20:53:17.826 389.83 76.46017 9.93965
09167 2021-09-24T20:59:47.656 266.781 80.96069 5.21809
08711 2021-09-24T21:04:14.437 267.035 84.10480 2.07039
08255 2021-09-24T21:08:41.472 10440.638 87.24891 -1.07732
14282 2021-09-25T00:02:42.110 90.245 13.01205 44.56441
14283 2021-09-25T00:04:12.355 231.635 15.18072 44.56441
14115 2021-09-25T00:08:03.990 88.295 20.11765 42.99055
14116 2021-09-25T00:09:32.285 227.245 22.23529 42.99055
13945 2021-09-25T00:13:19.530 223.667 26.89655 41.41670
13769 2021-09-25T00:17:03.197 219.704 31.34831 39.84285
13590 2021-09-25T00:20:42.901 215.486 35.60440 38.26900
13406 2021-09-25T00:24:18.387 141.465 39.67742 36.69514
13219 2021-09-25T00:26:39.852 209.341 41.90476 35.12129
13028 2021-09-25T00:30:09.193 138.977 45.69948 33.54744
12834 2021-09-25T00:32:28.170 350.061 47.75510 31.97359
12437 2021-09-25T00:38:18.231 135.542 53.46534 28.82588
12233 2021-09-25T00:40:33.773 134.586 55.31707 27.25203
12027 2021-09-25T00:42:48.359 707.618 57.11539 25.67818
10959 2021-09-25T00:54:35.977 141.705 66.57534 17.80891
10740 2021-09-25T00:56:57.682 140.895 68.41629 16.23506
10518 2021-09-25T00:59:18.577 153.429 70.22421 14.66121
10296 2021-09-25T01:01:52.006 239.479 72.32143 13.08736
09847 2021-09-25T01:05:51.485 152.557 74.86726 9.93965
09621 2021-09-25T01:08:24.042 404.208 76.91630 8.36580
08939 2021-09-25T01:15:08.250 266.941 81.74672 3.64424
08483 2021-09-25T01:19:35.191 100.831 84.89083 0.49654
08254 2021-09-25T01:21:16.022 266.891 85.67686 -1.07732
07798 2021-09-25T01:25:42.913 283.145 88.82096 -4.22502
07344 2021-09-25T01:30:26.058 1130.31 92.36842 -7.37273
14282 2021-09-25T01:49:16.368 90.13 13.01205 44.56441
14283 2021-09-25T01:50:46.498 319.943 15.18072 44.56441
14116 2021-09-25T01:56:06.441 227.323 22.23529 42.99055
13945 2021-09-25T01:59:53.764 223.691 26.89655 41.41670
13769 2021-09-25T02:03:37.455 219.681 31.34831 39.84285
13590 2021-09-25T02:07:17.136 215.423 35.60440 38.26900
13406 2021-09-25T02:10:52.559 141.59 39.67742 36.69514
13219 2021-09-25T02:13:14.149 209.227 41.90476 35.12129
13028 2021-09-25T02:16:43.376 139.069 45.69948 33.54744
12834 2021-09-25T02:19:02.445 349.947 47.75510 31.97359
12437 2021-09-25T02:24:52.392 135.601 53.46534 28.82588
12233 2021-09-25T02:27:07.993 134.636 55.31707 27.25203
12027 2021-09-25T02:29:22.629 565.162 57.11539 25.67818
11177 2021-09-25T02:38:47.791 142.457 64.70046 19.38277
10959 2021-09-25T02:41:10.248 141.687 66.57534 17.80891
10740 2021-09-25T02:43:31.935 140.877 68.41629 16.23506
10518 2021-09-25T02:45:52.812 392.926 70.22421 14.66121
09847 2021-09-25T02:52:25.738 390.732 74.86726 9.93965
09166 2021-09-25T02:58:56.470 165.96 79.38864 5.21809
08939 2021-09-25T03:01:42.430 367.816 81.74672 3.64424
08254 2021-09-25T03:07:50.246 266.88 85.67686 -1.07732
07798 2021-09-25T03:12:17.126 10239.406 88.82096 -4.22502
14282 2021-09-25T06:02:56.532 89.845 13.01205 44.56441
14283 2021-09-25T06:04:26.377 232.182 15.18072 44.56441
14115 2021-09-25T06:08:18.559 87.754 20.11765 42.99055
14116 2021-09-25T06:09:46.313 227.486 22.23529 42.99055
13945 2021-09-25T06:13:33.799 223.723 26.89655 41.41670
13769 2021-09-25T06:17:17.522 219.602 31.34831 39.84285
13590 2021-09-25T06:20:57.124 357.128 35.60440 38.26900
13219 2021-09-25T06:26:54.252 348.216 41.90476 35.12129
12834 2021-09-25T06:32:42.468 138.459 47.75510 31.97359
12636 2021-09-25T06:35:00.927 137.577 49.74874 30.39973
12436 2021-09-25T06:37:18.504 344.103 51.68317 28.82588
12027 2021-09-25T06:43:02.607 133.743 57.11539 25.67818
11817 2021-09-25T06:45:16.350 144.463 58.86256 24.10432
11606 2021-09-25T06:47:40.813 143.836 60.84507 22.53047
11392 2021-09-25T06:50:04.649 143.151 62.79070 20.95662
11177 2021-09-25T06:52:27.800 665.051 64.70046 19.38277
10071 2021-09-25T07:03:32.851 239.687 72.80000 11.51350
09620 2021-09-25T07:07:32.538 152.232 75.33040 8.36580
09394 2021-09-25T07:10:04.770 252.503 77.36842 6.79195
08938 2021-09-25T07:14:17.273 266.91 80.17467 3.64424
08482 2021-09-25T07:18:44.183 266.971 83.31877 0.49654
08026 2021-09-25T07:23:11.154 100.895 86.46288 -2.65117
07797 2021-09-25T07:24:52.049 282.738 87.24891 -4.22502
07343 2021-09-25T07:29:34.787 1196.028 90.78947 -7.37273
14282 2021-09-25T07:49:30.815 89.721 13.01205 44.56441
14283 2021-09-25T07:51:00.536 319.918 15.18072 44.56441
14116 2021-09-25T07:56:20.454 227.544 22.23529 42.99055
13945 2021-09-25T08:00:07.998 223.727 26.89655 41.41670
13769 2021-09-25T08:03:51.725 219.558 31.34831 39.84285
13590 2021-09-25T08:07:31.283 357.162 35.60440 38.26900
13219 2021-09-25T08:13:28.445 348.171 41.90476 35.12129
12834 2021-09-25T08:19:16.616 138.531 47.75510 31.97359
12636 2021-09-25T08:21:35.147 137.639 49.74874 30.39973
12436 2021-09-25T08:23:52.786 477.719 51.68317 28.82588
11817 2021-09-25T08:31:50.505 144.456 58.86256 24.10432
11606 2021-09-25T08:34:14.961 798.85 60.84507 22.53047
10295 2021-09-25T08:47:33.811 153.203 70.71429 13.08736
10071 2021-09-25T08:50:07.014 239.759 72.80000 11.51350
09620 2021-09-25T08:54:06.773 152.174 75.33040 8.36580
09394 2021-09-25T08:56:38.947 252.526 77.36842 6.79195
08938 2021-09-25T09:00:51.473 266.899 80.17467 3.64424
08482 2021-09-25T09:05:18.372 101.054 83.31877 0.49654
08253 2021-09-25T09:06:59.426 266.847 84.10480 -1.07732
07797 2021-09-25T09:11:26.273 116.761 87.24891 -4.22502
07570 2021-09-25T09:13:23.034 165.953 88.42106 -5.79887
07343 2021-09-25T09:16:08.987 10022.063 90.78947 -7.37273
14282 2021-09-25T12:03:11.050 89.416 13.01205 44.56441
14283 2021-09-25T12:04:40.466 232.653 15.18072 44.56441
14115 2021-09-25T12:08:33.119 87.184 20.11765 42.99055
14116 2021-09-25T12:10:00.303 227.655 22.23529 42.99055
13945 2021-09-25T12:13:47.958 223.71 26.89655 41.41670
13769 2021-09-25T12:17:31.668 355.097 31.34831 39.84285
13405 2021-09-25T12:23:26.765 353.712 37.74194 36.69514
13027 2021-09-25T12:29:20.477 140.445 43.83420 33.54744
12833 2021-09-25T12:31:40.922 351.892 45.91837 31.97359
12436 2021-09-25T12:37:32.814 272.629 51.68317 28.82588
12026 2021-09-25T12:42:05.443 134.78 55.38462 25.67818
11816 2021-09-25T12:44:20.223 145.123 57.15640 24.10432
11605 2021-09-25T12:46:45.346 144.477 59.15493 22.53047
11391 2021-09-25T12:49:09.823 143.773 61.11628 20.95662
11176 2021-09-25T12:51:33.596 143.022 63.04148 19.38277
10958 2021-09-25T12:53:56.618 142.229 64.93150 17.80891
10739 2021-09-25T12:56:18.847 141.404 66.78733 16.23506
10517 2021-09-25T12:58:40.251 240.865 68.60986 14.66121
10070 2021-09-25T13:02:41.116 153.018 71.20000 11.51350
09846 2021-09-25T13:05:14.134 239.786 73.27434 9.93965
09393 2021-09-25T13:09:13.920 151.837 75.78947 6.79195
09165 2021-09-25T13:11:45.757 101.003 77.81659 5.21809
08937 2021-09-25T13:13:26.760 266.87 78.60262 3.64424
08481 2021-09-25T13:17:53.630 266.925 81.74672 0.49654
08025 2021-09-25T13:22:20.555 383.403 84.89083 -2.65117
07342 2021-09-25T13:28:43.958 1350.693 89.21053 -7.37273
14283 2021-09-25T13:51:14.651 319.789 15.18072 44.56441
14116 2021-09-25T13:56:34.440 227.691 22.23529 42.99055
13945 2021-09-25T14:00:22.131 223.692 26.89655 41.41670
13769 2021-09-25T14:04:05.823 219.368 31.34831 39.84285
13590 2021-09-25T14:07:45.191 135.819 35.60440 38.26900
13405 2021-09-25T14:10:01.010 353.686 37.74194 36.69514
13027 2021-09-25T14:15:54.696 140.525 43.83420 33.54744
12833 2021-09-25T14:18:15.221 351.737 45.91837 31.97359
12436 2021-09-25T14:24:06.958 136.863 51.68317 28.82588
