# FieldId Time[UTC] deltaT[sec] RA Dec
11423 2021-09-15T07:13:22.848 199.678 114.69768 20.95662
10989 2021-09-15T07:16:42.526 119.457 115.89041 17.80891
10770 2021-09-15T07:18:41.983 304.189 117.28507 16.23506
10100 2021-09-15T07:23:46.172 92.633 119.20000 11.51350
09875 2021-09-15T07:25:18.805 223.69 119.46902 9.93965
09422 2021-09-15T07:29:02.495 92.518 121.57895 6.79195
09193 2021-09-15T07:30:35.013 105.449 121.83406 5.21809
08965 2021-09-15T07:32:20.462 105.478 122.62009 3.64424
08736 2021-09-15T07:34:05.940 105.495 123.40611 2.07039
08508 2021-09-15T07:35:51.435 105.502 124.19214 0.49654
08279 2021-09-15T07:37:36.937 105.494 124.97816 -1.07732
08051 2021-09-15T07:39:22.431 410.687 125.76419 -2.65117
07140 2021-09-15T07:46:13.118 199.955 128.45815 -8.94658
06689 2021-09-15T07:49:33.073 214.361 129.60001 -12.09428
06244 2021-09-15T07:53:07.434 310.002 131.35135 -15.24200
05587 2021-09-15T07:58:17.436 110.251 133.54840 -19.96355
05373 2021-09-15T08:00:07.687 1852.882 134.57944 -21.53741
14485 2021-09-15T08:31:00.569 334.542 97.26708 46.13826
13981 2021-09-15T08:36:35.111 98.187 101.37930 41.41670
13804 2021-09-15T08:38:13.298 450.574 102.13483 39.84285
13061 2021-09-15T08:45:43.872 109.883 107.25388 33.54744
12867 2021-09-15T08:47:33.755 109.487 108.36735 31.97359
12669 2021-09-15T08:49:23.242 109.085 109.44724 30.39973
12469 2021-09-15T08:51:12.327 524.77 110.49505 28.82588
11423 2021-09-15T08:59:57.097 199.589 114.69768 20.95662
10989 2021-09-15T09:03:16.686 423.719 115.89041 17.80891
10100 2021-09-15T09:10:20.405 92.514 119.20000 11.51350
09875 2021-09-15T09:11:52.919 223.871 119.46902 9.93965
09422 2021-09-15T09:15:36.790 92.395 121.57895 6.79195
09193 2021-09-15T09:17:09.185 105.47 121.83406 5.21809
08965 2021-09-15T09:18:54.655 105.502 122.62009 3.64424
08736 2021-09-15T09:20:40.157 105.52 123.40611 2.07039
08508 2021-09-15T09:22:25.677 105.526 124.19214 0.49654
08279 2021-09-15T09:24:11.203 105.519 124.97816 -1.07732
08051 2021-09-15T09:25:56.722 105.499 125.76419 -2.65117
07822 2021-09-15T09:27:42.221 305.146 126.55022 -4.22502
07140 2021-09-15T09:32:47.367 199.865 128.45815 -8.94658
06689 2021-09-15T09:36:07.232 214.433 129.60001 -12.09428
06244 2021-09-15T09:39:41.665 420.268 131.35135 -15.24200
05373 2021-09-15T09:46:41.933 10763.528 134.57944 -21.53741
14321 2021-09-15T12:46:05.461 445.723 97.59036 44.56441
13624 2021-09-15T12:53:31.184 97.594 102.85714 38.26900
13439 2021-09-15T12:55:08.778 111.388 103.54839 36.69514
13252 2021-09-15T12:57:00.166 646.236 104.76190 35.12129
12058 2021-09-15T13:07:46.402 108.575 110.76923 25.67818
11848 2021-09-15T13:09:34.977 121.486 111.75356 24.10432
11637 2021-09-15T13:11:36.463 519.25 113.23943 22.53047
10547 2021-09-15T13:20:15.713 317.15 117.04035 14.66121
09875 2021-09-15T13:25:32.863 92.217 119.46902 9.93965
09648 2021-09-15T13:27:05.080 224.159 119.73568 8.36580
09193 2021-09-15T13:30:49.239 105.514 121.83406 5.21809
08965 2021-09-15T13:32:34.753 105.547 122.62009 3.64424
08736 2021-09-15T13:34:20.300 501.974 123.40611 2.07039
07594 2021-09-15T13:42:42.274 105.534 126.31580 -5.79887
07366 2021-09-15T13:44:27.808 119.701 127.10527 -7.37273
07140 2021-09-15T13:46:27.509 199.628 128.45815 -8.94658
06689 2021-09-15T13:49:47.137 214.579 129.60001 -12.09428
06244 2021-09-15T13:53:21.716 309.827 131.35135 -15.24200
05587 2021-09-15T13:58:31.543 110.43 133.54840 -19.96355
05373 2021-09-15T14:00:21.973 2135.715 134.57944 -21.53741
13980 2021-09-15T14:35:57.688 247.737 99.31034 41.41670
13624 2021-09-15T14:40:05.425 97.53 102.85714 38.26900
13439 2021-09-15T14:41:42.955 111.391 103.54839 36.69514
13252 2021-09-15T14:43:34.346 427.764 104.76190 35.12129
12468 2021-09-15T14:50:42.110 109.429 108.71287 28.82588
12264 2021-09-15T14:52:31.539 109.008 109.75610 27.25203
12058 2021-09-15T14:54:20.547 108.586 110.76923 25.67818
11848 2021-09-15T14:56:09.133 121.606 111.75356 24.10432
11637 2021-09-15T14:58:10.739 199.715 113.23943 22.53047
11207 2021-09-15T15:01:30.454 319.47 114.47005 19.38277
10547 2021-09-15T15:06:49.924 317.181 117.04035 14.66121
09875 2021-09-15T15:12:07.105 92.091 119.46902 9.93965
09648 2021-09-15T15:13:39.196 224.32 119.73568 8.36580
09193 2021-09-15T15:17:23.516 105.529 121.83406 5.21809
08965 2021-09-15T15:19:09.045 105.562 122.62009 3.64424
08736 2021-09-15T15:20:54.607 727.177 123.40611 2.07039
07140 2021-09-15T15:33:01.784 199.519 128.45815 -8.94658
06689 2021-09-15T15:36:21.303 214.63 129.60001 -12.09428
06244 2021-09-15T15:39:55.933 309.756 131.35135 -15.24200
05587 2021-09-15T15:45:05.689 110.477 133.54840 -19.96355
05373 2021-09-15T15:46:56.166 11158.318 134.57944 -21.53741
13623 2021-09-15T18:52:54.484 467.494 100.87912 38.26900
12866 2021-09-15T19:00:41.978 110.279 106.53061 31.97359
12668 2021-09-15T19:02:32.257 109.867 107.63819 30.39973
12468 2021-09-15T19:04:22.124 526.984 108.71287 28.82588
11422 2021-09-15T19:13:09.108 532.844 113.02325 20.95662
10324 2021-09-15T19:22:01.952 317.193 117.32143 13.08736
09648 2021-09-15T19:27:19.145 91.768 119.73568 8.36580
09421 2021-09-15T19:28:50.913 845.257 120.00001 6.79195
07594 2021-09-15T19:42:56.170 425.067 126.31580 -5.79887
06689 2021-09-15T19:50:01.237 214.726 129.60001 -12.09428
06244 2021-09-15T19:53:35.963 309.553 131.35135 -15.24200
05587 2021-09-15T19:58:45.516 110.576 133.54840 -19.96355
05373 2021-09-15T20:00:36.092 2332.565 134.57944 -21.53741
13623 2021-09-15T20:39:28.657 1214.668 100.87912 38.26900
11422 2021-09-15T20:59:43.325 320.582 113.02325 20.95662
10769 2021-09-15T21:05:03.907 212.28 115.65611 16.23506
10324 2021-09-15T21:08:36.187 317.202 117.32143 13.08736
09648 2021-09-15T21:13:53.389 91.636 119.73568 8.36580
09421 2021-09-15T21:15:25.025 845.292 120.00001 6.79195
07594 2021-09-15T21:29:30.317 105.568 126.31580 -5.79887
07366 2021-09-15T21:31:15.885 120.423 127.10527 -7.37273
07140 2021-09-15T21:33:16.308 199.111 128.45815 -8.94658
06689 2021-09-15T21:36:35.419 634.823 129.60001 -12.09428
05373 2021-09-15T21:47:10.242 11256.308 134.57944 -21.53741
13438 2021-09-16T00:54:46.550 112.176 101.61290 36.69514
13251 2021-09-16T00:56:38.726 97.194 102.85714 35.12129
13059 2021-09-16T00:58:15.920 111.437 103.52331 33.54744
12865 2021-09-16T01:00:07.357 111.024 104.69388 31.97359
12667 2021-09-16T01:01:58.381 110.6 105.82915 30.39973
12467 2021-09-16T01:03:48.981 110.169 106.93069 28.82588
12263 2021-09-16T01:05:39.150 109.735 108.00000 27.25203
12057 2021-09-16T01:07:28.885 109.296 109.03847 25.67818
11847 2021-09-16T01:09:18.181 122.96 110.04739 24.10432
11636 2021-09-16T01:11:21.141 199.629 111.54929 22.53047
11206 2021-09-16T01:14:40.770 121.972 112.81107 19.38277
10988 2021-09-16T01:16:42.742 198.746 114.24657 17.80891
10546 2021-09-16T01:20:01.488 226.36 115.42600 14.66121
10099 2021-09-16T01:23:47.848 91.403 117.60001 11.51350
09874 2021-09-16T01:25:19.251 225.712 117.87610 9.93965
09421 2021-09-16T01:29:04.963 845.302 120.00001 6.79195
07594 2021-09-16T01:43:10.265 105.564 126.31580 -5.79887
07366 2021-09-16T01:44:55.829 319.574 127.10527 -7.37273
06689 2021-09-16T01:50:15.403 214.805 129.60001 -12.09428
06244 2021-09-16T01:53:50.208 309.18 131.35135 -15.24200
05587 2021-09-16T01:58:59.388 110.687 133.54840 -19.96355
05373 2021-09-16T02:00:50.075 2430.727 134.57944 -21.53741
13438 2021-09-16T02:41:20.802 112.173 101.61290 36.69514
13251 2021-09-16T02:43:12.975 97.128 102.85714 35.12129
13059 2021-09-16T02:44:50.103 111.432 103.52331 33.54744
12865 2021-09-16T02:46:41.535 111.021 104.69388 31.97359
12667 2021-09-16T02:48:32.556 110.598 105.82915 30.39973
12467 2021-09-16T02:50:23.154 110.169 106.93069 28.82588
12263 2021-09-16T02:52:13.323 109.735 108.00000 27.25203
12057 2021-09-16T02:54:03.058 109.297 109.03847 25.67818
11847 2021-09-16T02:55:52.355 123.058 110.04739 24.10432
11636 2021-09-16T02:57:55.413 199.513 111.54929 22.53047
11206 2021-09-16T03:01:14.926 122.083 112.81107 19.38277
10988 2021-09-16T03:03:17.009 198.622 114.24657 17.80891
10546 2021-09-16T03:06:35.631 226.471 115.42600 14.66121
10099 2021-09-16T03:10:22.102 91.27 117.60001 11.51350
09874 2021-09-16T03:11:53.372 225.831 117.87610 9.93965
09421 2021-09-16T03:15:39.203 845.275 120.00001 6.79195
07594 2021-09-16T03:29:44.478 105.557 126.31580 -5.79887
07366 2021-09-16T03:31:30.035 319.576 127.10527 -7.37273
06689 2021-09-16T03:36:49.611 214.816 129.60001 -12.09428
06244 2021-09-16T03:40:24.427 12747.701 131.35135 -15.24200
11421 2021-09-16T07:12:52.128 321.723 111.34884 20.95662
10768 2021-09-16T07:18:13.851 121.829 114.02715 16.23506
10546 2021-09-16T07:20:15.680 90.961 115.42600 14.66121
10323 2021-09-16T07:21:46.641 226.711 115.71428 13.08736
09874 2021-09-16T07:25:33.352 90.94 117.87610 9.93965
09647 2021-09-16T07:27:04.292 225.971 118.14978 8.36580
09192 2021-09-16T07:30:50.263 105.518 120.26201 5.21809
08964 2021-09-16T07:32:35.781 105.56 121.04803 3.64424
08735 2021-09-16T07:34:21.341 105.582 121.83406 2.07039
08507 2021-09-16T07:36:06.923 105.588 122.62009 0.49654
08278 2021-09-16T07:37:52.511 105.576 123.40611 -1.07732
08050 2021-09-16T07:39:38.087 105.546 124.19214 -2.65117
07821 2021-09-16T07:41:23.633 120.956 124.97816 -4.22502
07594 2021-09-16T07:43:24.589 105.531 126.31580 -5.79887
07366 2021-09-16T07:45:10.120 198.067 127.10527 -7.37273
06913 2021-09-16T07:48:28.187 336.296 128.23009 -10.52043
06244 2021-09-16T07:54:04.483 419.469 131.35135 -15.24200
05373 2021-09-16T08:01:03.952 3378.864 134.57944 -21.53741
11635 2021-09-16T08:57:22.816 123.533 109.85915 22.53047
11421 2021-09-16T08:59:26.349 321.695 111.34884 20.95662
10768 2021-09-16T09:04:48.044 212.766 114.02715 16.23506
10323 2021-09-16T09:08:20.810 226.808 115.71428 13.08736
09874 2021-09-16T09:12:07.618 90.801 117.87610 9.93965
09647 2021-09-16T09:13:38.419 226.073 118.14978 8.36580
09192 2021-09-16T09:17:24.492 105.506 120.26201 5.21809
08964 2021-09-16T09:19:09.998 105.546 121.04803 3.64424
08735 2021-09-16T09:20:55.544 105.57 121.83406 2.07039
08507 2021-09-16T09:22:41.114 105.575 122.62009 0.49654
08278 2021-09-16T09:24:26.689 105.563 123.40611 -1.07732
08050 2021-09-16T09:26:12.252 105.532 124.19214 -2.65117
07821 2021-09-16T09:27:57.784 121.091 124.97816 -4.22502
07594 2021-09-16T09:29:58.875 105.515 126.31580 -5.79887
07366 2021-09-16T09:31:44.390 319.52 127.10527 -7.37273
06689 2021-09-16T09:37:03.910 214.807 129.60001 -12.09428
06244 2021-09-16T09:40:38.717 12057.348 131.35135 -15.24200
12666 2021-09-16T13:01:36.065 332.555 104.02010 30.39973
12056 2021-09-16T13:07:08.620 109.952 107.30769 25.67818
11846 2021-09-16T13:08:58.572 323.61 108.34123 24.10432
11205 2021-09-16T13:14:22.182 123.3 111.15208 19.38277
10987 2021-09-16T13:16:25.482 425.959 112.60274 17.80891
10098 2021-09-16T13:23:31.441 226.974 116.00001 11.51350
09647 2021-09-16T13:27:18.415 90.445 118.14978 8.36580
09420 2021-09-16T13:28:48.860 452.365 118.42106 6.79195
08507 2021-09-16T13:36:21.225 105.536 122.62009 0.49654
08278 2021-09-16T13:38:06.761 105.522 123.40611 -1.07732
08050 2021-09-16T13:39:52.283 105.489 124.19214 -2.65117
07821 2021-09-16T13:41:37.772 424.366 124.97816 -4.22502
06913 2021-09-16T13:48:42.138 121.923 128.23009 -10.52043
06689 2021-09-16T13:50:44.061 214.759 129.60001 -12.09428
06244 2021-09-16T13:54:18.820 3231.489 131.35135 -15.24200
12666 2021-09-16T14:48:10.309 332.535 104.02010 30.39973
12056 2021-09-16T14:53:42.844 109.945 107.30769 25.67818
11846 2021-09-16T14:55:32.789 323.562 108.34123 24.10432
11205 2021-09-16T15:00:56.351 321.683 111.15208 19.38277
10545 2021-09-16T15:06:18.034 454.654 113.81165 14.66121
09647 2021-09-16T15:13:52.688 90.3 118.14978 8.36580
09420 2021-09-16T15:15:22.988 452.542 118.42106 6.79195
08507 2021-09-16T15:22:55.530 105.517 122.62009 0.49654
08278 2021-09-16T15:24:41.047 105.501 123.40611 -1.07732
08050 2021-09-16T15:26:26.548 105.467 124.19214 -2.65117
07821 2021-09-16T15:28:12.015 424.287 124.97816 -4.22502
06913 2021-09-16T15:35:16.302 122.046 128.23009 -10.52043
06689 2021-09-16T15:37:18.348 214.73 129.60001 -12.09428
06244 2021-09-16T15:40:53.078 12574.56 131.35135 -15.24200
11634 2021-09-16T19:10:27.638 447.322 108.16901 22.53047
10767 2021-09-16T19:17:54.960 123.072 112.39819 16.23506
10545 2021-09-16T19:19:58.032 90.049 113.81165 14.66121
10322 2021-09-16T19:21:28.081 227.76 114.10714 13.08736
09873 2021-09-16T19:25:15.841 227.147 116.28318 9.93965
09420 2021-09-16T19:29:02.988 89.92 118.42106 6.79195
09191 2021-09-16T19:30:32.908 1103.38 118.68996 5.21809
06913 2021-09-16T19:48:56.288 336.963 128.23009 -10.52043
06244 2021-09-16T19:54:33.251 3748.568 131.35135 -15.24200
11634 2021-09-16T20:57:01.819 124.76 108.16901 22.53047
11420 2021-09-16T20:59:06.579 322.576 109.67442 20.95662
10767 2021-09-16T21:04:29.155 123.158 112.39819 16.23506
10545 2021-09-16T21:06:32.313 89.914 113.81165 14.66121
10322 2021-09-16T21:08:02.227 227.82 114.10714 13.08736
09873 2021-09-16T21:11:50.047 227.215 116.28318 9.93965
09420 2021-09-16T21:15:37.262 89.769 118.42106 6.79195
09191 2021-09-16T21:17:07.031 1103.486 118.68996 5.21809
06913 2021-09-16T21:35:30.517 337.025 128.23009 -10.52043
06244 2021-09-16T21:41:07.542 561.182 131.35135 -15.24200
05161 2021-09-16T21:50:28.724 12336.69 136.69812 -23.11126
10986 2021-09-17T01:16:05.414 881.606 110.95890 17.80891
09191 2021-09-17T01:30:47.020 105.26 118.68996 5.21809
08963 2021-09-17T01:32:32.280 210.643 119.47598 3.64424
08506 2021-09-17T01:36:02.923 787.744 121.04803 0.49654
06913 2021-09-17T01:49:10.667 643.834 128.23009 -10.52043
05587 2021-09-17T01:59:54.501 4646.788 133.54840 -19.96355
09191 2021-09-17T03:17:21.289 105.225 118.68996 5.21809
08963 2021-09-17T03:19:06.514 105.273 119.47598 3.64424
08734 2021-09-17T03:20:51.787 105.298 120.26201 2.07039
08506 2021-09-17T03:22:37.085 787.884 121.04803 0.49654
06913 2021-09-17T03:35:44.969 898.351 128.23009 -10.52043
05161 2021-09-17T03:50:43.320 12410.11 136.69812 -23.11126
10766 2021-09-17T07:17:33.430 1123.725 110.76923 16.23506
08506 2021-09-17T07:36:17.155 210.402 121.04803 0.49654
08049 2021-09-17T07:39:47.557 105.154 122.62009 -2.65117
07820 2021-09-17T07:41:32.711 1115.641 123.40611 -4.22502
05587 2021-09-17T08:00:08.352 110.708 133.54840 -19.96355
05373 2021-09-17T08:01:59.060 3728.596 134.57944 -21.53741
10766 2021-09-17T09:04:07.656 1123.797 110.76923 16.23506
08506 2021-09-17T09:22:51.453 210.315 121.04803 0.49654
08049 2021-09-17T09:26:21.768 105.108 122.62009 -2.65117
07820 2021-09-17T09:28:06.876 1371.031 123.40611 -4.22502
05161 2021-09-17T09:50:57.907 290.998 136.69812 -23.11126
16119 2021-09-17T09:55:48.905 13087.255 139.89375 -26.99972
16119 2021-09-17T09:55:48.905 13087.255 92.34404 -25.62639
08733 2021-09-17T13:33:56.160 470.775 118.68996 2.07039
07820 2021-09-17T13:41:46.935 1225.968 123.40611 -4.22502
05373 2021-09-17T14:02:12.903 4697.383 134.57944 -21.53741
08733 2021-09-17T15:20:30.286 470.937 118.68996 2.07039
07820 2021-09-17T15:28:21.223 1115.223 123.40611 -4.22502
05587 2021-09-17T15:46:56.446 256.07 133.54840 -19.96355
05161 2021-09-17T15:51:12.516 291.018 136.69812 -23.11126
16119 2021-09-17T15:56:03.534 13086.754 139.89375 -26.99972
16119 2021-09-17T15:56:03.534 13086.754 92.34404 -25.62639
08733 2021-09-17T19:34:10.288 1586.084 118.68996 2.07039
05587 2021-09-17T20:00:36.372 110.467 133.54840 -19.96355
05373 2021-09-17T20:02:26.839 4697.728 134.57944 -21.53741
08733 2021-09-17T21:20:44.567 1585.997 118.68996 2.07039
05587 2021-09-17T21:47:10.564 110.42 133.54840 -19.96355
05373 2021-09-17T21:49:00.984 437.142 134.57944 -21.53741
16119 2021-09-17T21:56:18.126 14672.48 139.89375 -26.99972
16119 2021-09-17T21:56:18.126 14672.48 92.34404 -25.62639
05587 2021-09-18T02:00:50.606 110.295 133.54840 -19.96355
05373 2021-09-18T02:02:40.901 6283.951 134.57944 -21.53741
05587 2021-09-18T03:47:24.852 110.238 133.54840 -19.96355
05373 2021-09-18T03:49:15.090 437.625 134.57944 -21.53741
16119 2021-09-18T03:56:32.715 14782.407 139.89375 -26.99972
16119 2021-09-18T03:56:32.715 14782.407 92.34404 -25.62639
05373 2021-09-18T08:02:55.122 6284.218 134.57944 -21.53741
05587 2021-09-18T09:47:39.340 110.024 133.54840 -19.96355
05373 2021-09-18T09:49:29.364 437.968 134.57944 -21.53741
16119 2021-09-18T09:56:47.332 14782.201 139.89375 -26.99972
16119 2021-09-18T09:56:47.332 14782.201 92.34404 -25.62639
05373 2021-09-18T14:03:09.533 6394.304 134.57944 -21.53741
05373 2021-09-18T15:49:43.837 245990.136 134.57944 -21.53741
14454 2021-09-21T12:09:33.973 6394.198 27.95031 46.13826
14454 2021-09-21T13:56:08.171 14478.809 27.95031 46.13826
14446 2021-09-21T17:57:26.980 92.967 10.06211 46.13826
14447 2021-09-21T17:58:59.947 278.914 12.29814 46.13826
14450 2021-09-21T18:03:38.861 6022.417 19.00621 46.13826
14446 2021-09-21T19:44:01.278 371.856 10.06211 46.13826
14450 2021-09-21T19:50:13.134 14848.27 19.00621 46.13826
14446 2021-09-21T23:57:41.404 93.005 10.06211 46.13826
14447 2021-09-21T23:59:14.409 278.758 12.29814 46.13826
14450 2021-09-22T00:03:53.167 487.451 19.00621 46.13826
14290 2021-09-22T00:12:00.618 896.539 30.36145 44.56441
13778 2021-09-22T00:26:57.157 203.042 49.55056 39.84285
13599 2021-09-22T00:30:20.199 4435.416 53.40659 38.26900
14446 2021-09-22T01:44:15.615 93.012 10.06211 46.13826
14447 2021-09-22T01:45:48.627 278.698 12.29814 46.13826
14450 2021-09-22T01:50:27.325 487.54 19.00621 46.13826
14290 2021-09-22T01:58:34.865 896.452 30.36145 44.56441
13778 2021-09-22T02:13:31.317 203.05 49.55056 39.84285
13599 2021-09-22T02:16:54.367 13261.177 53.40659 38.26900
14446 2021-09-22T05:57:55.544 93.017 10.06211 46.13826
14447 2021-09-22T05:59:28.561 584.931 12.29814 46.13826
14288 2021-09-22T06:09:13.492 90.919 26.02410 44.56441
14289 2021-09-22T06:10:44.411 306.786 28.19277 44.56441
14122 2021-09-22T06:15:51.197 301.386 34.94118 42.99055
13952 2021-09-22T06:20:52.583 700.786 41.37931 41.41670
13414 2021-09-22T06:32:33.369 4316.307 55.16129 36.69514
14446 2021-09-22T07:44:29.676 93.016 10.06211 46.13826
14447 2021-09-22T07:46:02.692 585.098 12.29814 46.13826
14288 2021-09-22T07:55:47.790 90.829 26.02410 44.56441
14289 2021-09-22T07:57:18.619 306.862 28.19277 44.56441
14122 2021-09-22T08:02:25.481 301.358 34.94118 42.99055
13952 2021-09-22T08:07:26.839 700.682 41.37931 41.41670
13414 2021-09-22T08:19:07.521 788.577 55.16129 36.69514
12445 2021-09-22T08:32:16.098 12940.676 67.72277 28.82588
14287 2021-09-22T12:07:56.774 91.102 23.85542 44.56441
14288 2021-09-22T12:09:27.876 308.734 26.02410 44.56441
14121 2021-09-22T12:14:36.610 88.897 32.82353 42.99055
14122 2021-09-22T12:16:05.507 214.567 34.94118 42.99055
13951 2021-09-22T12:19:40.074 296.757 39.31034 41.41670
13776 2021-09-22T12:24:36.831 206.691 45.50562 39.84285
13597 2021-09-22T12:28:03.522 203.121 49.45055 38.26900
13413 2021-09-22T12:31:26.643 537.55 53.22581 36.69514
12842 2021-09-22T12:40:24.193 128.85 62.44898 31.97359
12644 2021-09-22T12:42:33.043 329.762 64.22111 30.39973
12241 2021-09-22T12:48:02.805 125.952 69.36586 27.25203
12035 2021-09-22T12:50:08.757 3862.282 70.96154 25.67818
14287 2021-09-22T13:54:31.039 91.015 23.85542 44.56441
14288 2021-09-22T13:56:02.054 308.826 26.02410 44.56441
14121 2021-09-22T14:01:10.880 88.767 32.82353 42.99055
14122 2021-09-22T14:02:39.647 214.678 34.94118 42.99055
13951 2021-09-22T14:06:14.325 296.657 39.31034 41.41670
13776 2021-09-22T14:11:10.982 206.707 45.50562 39.84285
13597 2021-09-22T14:14:37.689 203.111 49.45055 38.26900
13413 2021-09-22T14:18:00.800 132.195 53.22581 36.69514
13226 2021-09-22T14:20:12.995 534.269 55.23809 35.12129
12644 2021-09-22T14:29:07.264 329.727 64.22111 30.39973
12241 2021-09-22T14:34:36.991 126.001 69.36586 27.25203
12035 2021-09-22T14:36:42.992 12505.121 70.96154 25.67818
14285 2021-09-22T18:05:08.113 91.681 19.51807 44.56441
14286 2021-09-22T18:06:39.794 91.268 21.68675 44.56441
14287 2021-09-22T18:08:11.062 310.674 23.85542 44.56441
14120 2021-09-22T18:13:21.736 89.146 30.70588 42.99055
14121 2021-09-22T18:14:50.882 216.383 32.82353 42.99055
13950 2021-09-22T18:18:27.265 298.892 37.24138 41.41670
13775 2021-09-22T18:23:26.157 208.521 43.48314 39.84285
13596 2021-09-22T18:26:54.678 204.924 47.47253 38.26900
13412 2021-09-22T18:30:19.602 332.907 51.29032 36.69514
13034 2021-09-22T18:35:52.509 338.68 56.89119 33.54744
12643 2021-09-22T18:41:31.189 332.054 62.41206 30.39973
12240 2021-09-22T18:47:03.243 126.92 67.60976 27.25203
12034 2021-09-22T18:49:10.163 3843.873 69.23077 25.67818
14286 2021-09-22T19:53:14.036 91.183 21.68675 44.56441
14287 2021-09-22T19:54:45.219 310.782 23.85542 44.56441
14120 2021-09-22T19:59:56.001 89.017 30.70588 42.99055
14121 2021-09-22T20:01:25.018 216.503 32.82353 42.99055
13950 2021-09-22T20:05:01.521 298.795 37.24138 41.41670
13775 2021-09-22T20:10:00.316 208.54 43.48314 39.84285
13596 2021-09-22T20:13:28.856 204.914 47.47253 38.26900
13412 2021-09-22T20:16:53.770 133.272 51.29032 36.69514
13225 2021-09-22T20:19:07.042 199.712 53.33333 35.12129
13034 2021-09-22T20:22:26.754 338.672 56.89119 33.54744
12643 2021-09-22T20:28:05.426 332.014 62.41206 30.39973
12240 2021-09-22T20:33:37.440 126.972 67.60976 27.25203
12034 2021-09-22T20:35:44.412 12486.38 69.23077 25.67818
14284 2021-09-23T00:03:50.792 91.809 17.34940 44.56441
14285 2021-09-23T00:05:22.601 91.421 19.51807 44.56441
14286 2021-09-23T00:06:54.022 312.607 21.68675 44.56441
14119 2021-09-23T00:12:06.629 89.376 28.58824 42.99055
14120 2021-09-23T00:13:36.005 218.207 30.70588 42.99055
13949 2021-09-23T00:17:14.212 87.272 35.17241 41.41670
13950 2021-09-23T00:18:41.484 213.74 37.24138 41.41670
13774 2021-09-23T00:22:15.224 210.355 41.46067 39.84285
13595 2021-09-23T00:25:45.579 206.728 45.49451 38.26900
