field        ra       dec   eclip_l   eclip_b   galac_l   galac_b
00000 testfield testfield testfield testfield testfield testfield
13370 329.52380  35.12129 347.84715  43.85985  87.30566 -15.49426
13371 331.42856  35.12129 349.73469  43.11665  88.57200 -16.46647
13372 333.33334  35.12129 351.59611  42.36902  89.87007 -17.40738
13373 335.23810  35.12129 353.43280  41.61782  91.19996 -18.31569
13374 337.14285  35.12129 355.24614  40.86385  92.56167 -19.19012
13375 339.04761  35.12129 357.03749  40.10790  93.95506 -20.02940
13376 340.95239  35.12129 358.80817  39.35071  95.37991 -20.83221
13377 342.85715  35.12129   0.55938  38.59305  96.83578 -21.59723
13378 344.76190  35.12129   2.29236  37.83560  98.32212 -22.32315
13379 346.66666  35.12129   4.00829  37.07906  99.83825 -23.00869
13380 348.57144  35.12129   5.70830  36.32408 101.38328 -23.65258
13381 350.47620  35.12129   7.39345  35.57134 102.95612 -24.25356
13382 352.38095  35.12129   9.06478  34.82144 104.55553 -24.81043
13383 354.28571  35.12129  10.72330  34.07501 106.18010 -25.32204
13384 356.19049  35.12129  12.36998  33.33263 107.82822 -25.78730
13385 358.09525  35.12129  14.00570  32.59490 109.49805 -26.20515
13386   0.96774  36.69514  17.32779  32.88174 112.41009 -25.20285
13387   2.90323  36.69514  18.95102  32.15005 114.09716 -25.49247
13388   4.83871  36.69514  20.56573  31.42544 115.79759 -25.73177
13389   6.77419  36.69514  22.17273  30.70842 117.50894 -25.92017
13390   8.70968  36.69514  23.77277  29.99953 119.22869 -26.05722
13391  10.64516  36.69514  25.36655  29.29928 120.95420 -26.14259
13392  12.58064  36.69514  26.95476  28.60820 122.68280 -26.17607
13393  14.51613  36.69514  28.53803  27.92676 124.41180 -26.15757
13394  16.45161  36.69514  30.11695  27.25547 126.13847 -26.08713
13395  18.38709  36.69514  31.69211  26.59481 127.86014 -25.96494
13396  20.32258  36.69514  33.26405  25.94526 129.57419 -25.79129
13397  22.25806  36.69514  34.83327  25.30728 131.27802 -25.56661
13398  24.19355  36.69514  36.40024  24.68133 132.96918 -25.29142
13399  26.12903  36.69514  37.96540  24.06786 134.64531 -24.96640
13400  28.06451  36.69514  39.52917  23.46733 136.30418 -24.59228
13401  30.00000  36.69514  41.09194  22.88016 137.94373 -24.16992
13402  31.93548  36.69514  42.65407  22.30680 139.56202 -23.70026
13403  33.87097  36.69514  44.21589  21.74764 141.15733 -23.18431
13404  35.80645  36.69514  45.77768  21.20313 142.72807 -22.62315
13405  37.74194  36.69514  47.33976  20.67365 144.27285 -22.01792
13406  39.67742  36.69514  48.90234  20.15961 145.79044 -21.36982
13407  41.61290  36.69514  50.46566  19.66139 147.27979 -20.68006
13408  43.54839  36.69514  52.02994  19.17938 148.74004 -19.94990
13409  45.48387  36.69514  53.59533  18.71394 150.17046 -19.18063
13410  47.41935  36.69514  55.16199  18.26544 151.57049 -18.37352
13411  49.35484  36.69514  56.73006  17.83422 152.93972 -17.52987
13412  51.29032  36.69514  58.29964  17.42062 154.27786 -16.65098
13413  53.22581  36.69514  59.87082  17.02498 155.58477 -15.73813
13414  55.16129  36.69514  61.44365  16.64760 156.86038 -14.79260
13415  57.09678  36.69514  63.01820  16.28880 158.10477 -13.81563
13416  59.03226  36.69514  64.59447  15.94886 159.31806 -12.80847
13417  60.96774  36.69514  66.17247  15.62806 160.50049 -11.77231
13418  62.90322  36.69514  67.75219  15.32667 161.65235 -10.70834
13419  64.83871  36.69514  69.33361  15.04494 162.77401  -9.61769
13420  66.77419  36.69514  70.91667  14.78309 163.86584  -8.50151
13421  68.70968  36.69514  72.50131  14.54136 164.92830  -7.36085
13422  70.64516  36.69514  74.08744  14.31994 165.96185  -6.19678
13423  72.58064  36.69514  75.67498  14.11903 166.96700  -5.01031
13424  74.51613  36.69514  77.26383  13.93879 167.94426  -3.80240
13425  76.45161  36.69514  78.85387  13.77939 168.89415  -2.57403
13426  78.38709  36.69514  80.44497  13.64095 169.81719  -1.32608
13427  80.32258  36.69514  82.03700  13.52360 170.71393  -0.05942
13428  82.25806  36.69514  83.62981  13.42744 171.58487   1.22508
13429  84.19355  36.69514  85.22326  13.35255 172.43053   2.52664
13430  86.12903  36.69514  86.81719  13.29901 173.25140   3.84446
13431  88.06451  36.69514  88.41144  13.26685 174.04796   5.17781
13432  90.00000  36.69514  90.00585  13.25610 174.82067   6.52597
13433  91.93549  36.69514  91.60026  13.26677 175.56996   7.88826
13434  93.87096  36.69514  93.19448  13.29886 176.29623   9.26399
13435  95.80645  36.69514  94.78840  13.35234 176.99986  10.65256
13436  97.74194  36.69514  96.38182  13.42715 177.68117  12.05335
13437  99.67741  36.69514  97.97459  13.52323 178.34047  13.46576
13438 101.61290  36.69514  99.56658  13.64050 178.97802  14.88925
13439 103.54839  36.69514 101.15763  13.77886 179.59404  16.32327
13440 105.48387  36.69514 102.74761  13.93819 180.18868  17.76729
13441 107.41935  36.69514 104.33639  14.11834 180.76207  19.22080
13442 109.35484  36.69514 105.92386  14.31917 181.31428  20.68333
13443 111.29032  36.69514 107.50991  14.54050 181.84529  22.15438
13444 113.22581  36.69514 109.09446  14.78214 182.35507  23.63353
13445 115.16129  36.69514 110.67742  15.04390 182.84346  25.12030
13446 117.09677  36.69514 112.25873  15.32554 183.31028  26.61428
13447 119.03226  36.69514 113.83835  15.62683 183.75521  28.11503
13448 120.96774  36.69514 115.41623  15.94752 184.17789  29.62214
13449 122.90322  36.69514 116.99237  16.28736 184.57782  31.13520
13450 124.83871  36.69514 118.56679  16.64605 184.95441  32.65381
13451 126.77419  36.69514 120.13948  17.02331 185.30692  34.17756
13452 128.70967  36.69514 121.71051  17.41883 185.63448  35.70605
13453 130.64516  36.69514 123.27994  17.83231 185.93607  37.23888
13454 132.58064  36.69514 124.84785  18.26340 186.21046  38.77564
13455 134.51613  36.69514 126.41435  18.71178 186.45622  40.31593
13456 136.45161  36.69514 127.97957  19.17708 186.67169  41.85931
13457 138.38710  36.69514 129.54366  19.65896 186.85491  43.40534
13458 140.32257  36.69514 131.10679  20.15703 187.00361  44.95356
13459 142.25806  36.69514 132.66919  20.67093 187.11513  46.50351
13460 144.19354  36.69514 134.23106  21.20026 187.18638  48.05465
13461 146.12903  36.69514 135.79266  21.74463 187.21373  49.60644
13462 148.06451  36.69514 137.35426  22.30362 187.19294  51.15828
13463 150.00000  36.69514 138.91618  22.87684 187.11900  52.70951
13464 151.93549  36.69514 140.47873  23.46384 186.98603  54.25939
13465 153.87097  36.69514 142.04228  24.06421 186.78706  55.80709
13466 155.80644  36.69514 143.60719  24.67751 186.51376  57.35166
13467 157.74193  36.69514 145.17392  25.30329 186.15622  58.89204
13468 159.67741  36.69514 146.74288  25.94110 185.70250  60.42692
13469 161.61290  36.69514 148.31457  26.59048 185.13815  61.95483
13470 163.54839  36.69514 149.88947  27.25097 184.44564  63.47393
13471 165.48387  36.69514 151.46813  27.92208 183.60345  64.98204
13472 167.41936  36.69514 153.05112  28.60335 182.58512  66.47648
13473 169.35483  36.69514 154.63903  29.29426 181.35782  67.95387
13474 171.29031  36.69514 156.23252  29.99433 179.88065  69.41000
13475 173.22580  36.69514 157.83226  30.70304 178.10244  70.83947
13476 175.16129  36.69514 159.43896  31.41989 175.95910  72.23531
13477 177.09677  36.69514 161.05335  32.14434 173.37064  73.58839
13478 179.03226  36.69514 162.67625  32.87585 170.23822  74.88673
13479 180.96774  36.69514 164.30846  33.61387 166.44296  76.11447
13480 182.90323  36.69514 165.95087  34.35784 161.84892  77.25076
13481 184.83870  36.69514 167.60438  35.10718 156.31646  78.26854
13482 186.77419  36.69514 169.26997  35.86132 149.73378  79.13413
13483 188.70967  36.69514 170.94863  36.61964 142.07486  79.80833
13484 190.64516  36.69514 172.64142  37.38153 133.47412  80.25113
13485 192.58064  36.69514 174.34944  38.14634 124.27689  80.43020
13486 194.51613  36.69514 176.07385  38.91342 114.99895  80.33082
13487 196.45161  36.69514 177.81584  39.68210 106.18167  79.96130
13488 198.38708  36.69514 179.57666  40.45168  98.22877  79.34982
13489 200.32257  36.69514 181.35766  41.22144  91.33302  78.53521
13490 202.25806  36.69514 183.16017  41.99063  85.50692  77.55752
13491 204.19354  36.69514 184.98561  42.75847  80.65639  76.45232
13492 206.12903  36.69514 186.83546  43.52418  76.64545  75.24853
13493 208.06451  36.69514 188.71123  44.28690  73.33512  73.96871
13494 210.00000  36.69514 190.61451  45.04578  70.60093  72.63002
13495 211.93549  36.69514 192.54691  45.79992  68.33832  71.24545
13496 213.87096  36.69514 194.51007  46.54837  66.46214  69.82489
13497 215.80644  36.69514 196.50572  47.29017  64.90400  68.37583
13498 217.74193  36.69514 198.53559  48.02428  63.60929  66.90407
13499 219.67741  36.69514 200.60141  48.74965  62.53443  65.41417
13500 221.61290  36.69514 202.70498  49.46517  61.64446  63.90970
13501 223.54839  36.69514 204.84804  50.16967  60.91122  62.39351
13502 225.48387  36.69514 207.03232  50.86197  60.31191  60.86795
13503 227.41934  36.69514 209.25954  51.54079  59.82792  59.33492
13504 229.35483  36.69514 211.53137  52.20484  59.44399  57.79599
13505 231.29031  36.69514 213.84935  52.85278  59.14751  56.25250
13506 233.22580  36.69514 216.21495  53.48319  58.92804  54.70559
13507 235.16129  36.69514 218.62944  54.09463  58.77682  53.15624
13508 237.09677  36.69514 221.09395  54.68561  58.68653  51.60533
13509 239.03226  36.69514 223.60938  55.25461  58.65097  50.05359
13510 240.96774  36.69514 226.17632  55.80005  58.66492  48.50173
13511 242.90321  36.69514 228.79509  56.32037  58.72391  46.95035
13512 244.83870  36.69514 231.46566  56.81395  58.82417  45.40000
13513 246.77419  36.69514 234.18753  57.27921  58.96245  43.85123
13514 248.70967  36.69514 236.95978  57.71453  59.13597  42.30452
13515 250.64516  36.69514 239.78102  58.11836  59.34236  40.76032
13516 252.58064  36.69514 242.64927  58.48916  59.57957  39.21911
13517 254.51613  36.69514 245.56208  58.82548  59.84587  37.68128
13518 256.45160  36.69514 248.51632  59.12591  60.13976  36.14729
13519 258.38708  36.69514 251.50841  59.38917  60.45995  34.61750
13520 260.32257  36.69514 254.53418  59.61410  60.80537  33.09234
13521 262.25806  36.69514 257.58891  59.79966  61.17510  31.57221
13522 264.19354  36.69514 260.66741  59.94498  61.56837  30.05751
13523 266.12903  36.69514 263.76415  60.04937  61.98455  28.54864
13524 268.06451  36.69514 266.87323  60.11232  62.42312  27.04602
13525 270.00000  36.69514 269.98858  60.13351  62.88366  25.55004
13526 271.93549  36.69514 273.10398  60.11285  63.36586  24.06114
13527 273.87097  36.69514 276.21320  60.05044  63.86949  22.57976
13528 275.80646  36.69514 279.31018  59.94657  64.39440  21.10632
13529 277.74194  36.69514 282.38901  59.80177  64.94050  19.64129
13530 279.67740  36.69514 285.44410  59.61671  65.50778  18.18515
13531 281.61288  36.69514 288.47034  59.39228  66.09629  16.73834
13532 283.54837  36.69514 291.46301  59.12948  66.70613  15.30139
13533 285.48386  36.69514 294.41790  58.82950  67.33746  13.87481
13534 287.41934  36.69514 297.33137  58.49362  67.99047  12.45915
13535 289.35483  36.69514 300.20036  58.12322  68.66541  11.05495
13536 291.29031  36.69514 303.02234  57.71978  69.36257   9.66280
13537 293.22580  36.69514 305.79539  57.28481  70.08228   8.28329
13538 295.16129  36.69514 308.51808  56.81988  70.82490   6.91706
13539 297.09677  36.69514 311.18945  56.32660  71.59082   5.56477
13540 299.03226  36.69514 313.80907  55.80656  72.38047   4.22707
13541 300.96774  36.69514 316.37685  55.26137  73.19429   2.90470
13542 302.90323  36.69514 318.89311  54.69260  74.03276   1.59838
13543 304.83871  36.69514 321.35845  54.10182  74.89636   0.30888
13544 306.77420  36.69514 323.77376  53.49056  75.78561  -0.96300
13545 308.70966  36.69514 326.14012  52.86031  76.70101  -2.21641
13546 310.64514  36.69514 328.45889  52.21251  77.64311  -3.45052
13547 312.58063  36.69514 330.73149  51.54856  78.61243  -4.66442
13548 314.51611  36.69514 332.95947  50.86983  79.60948  -5.85717
13549 316.45160  36.69514 335.14449  50.17760  80.63481  -7.02780
13550 318.38708  36.69514 337.28824  49.47315  81.68889  -8.17530
13551 320.32257  36.69514 339.39250  48.75766  82.77221  -9.29865
13552 322.25806  36.69514 341.45900  48.03230  83.88523 -10.39677
13553 324.19354  36.69514 343.48950  47.29818  85.02835 -11.46854
13554 326.12903  36.69514 345.48578  46.55637  86.20195 -12.51284
13555 328.06451  36.69514 347.44955  45.80788  87.40632 -13.52848
13556 330.00000  36.69514 349.38252  45.05369  88.64173 -14.51428
13557 331.93549  36.69514 351.28636  44.29475  89.90834 -15.46900
13558 333.87097  36.69514 353.16267  43.53195  91.20622 -16.39139
13559 335.80646  36.69514 355.01305  42.76616  92.53538 -17.28020
13560 337.74191  36.69514 356.83896  41.99823  93.89565 -18.13412
13561 339.67740  36.69514 358.64196  41.22894  95.28685 -18.95189
13562 341.61288  36.69514   0.42342  40.45907  96.70857 -19.73220
13563 343.54837  36.69514   2.18471  39.68936  98.16029 -20.47376
13564 345.48386  36.69514   3.92715  38.92055  99.64134 -21.17529
13565 347.41934  36.69514   5.65197  38.15333 101.15090 -21.83552
13566 349.35483  36.69514   7.36041  37.38838 102.68796 -22.45323
13567 351.29031  36.69514   9.05359  36.62634 104.25135 -23.02720
13568 353.22580  36.69514  10.73264  35.86787 105.83974 -23.55630
13569 355.16129  36.69514  12.39860  35.11357 107.45159 -24.03940
13570 357.09677  36.69514  14.05248  34.36406 109.08520 -24.47549
13571 359.03226  36.69514  15.69524  33.61992 110.73871 -24.86360
13572   0.00000  38.26900  17.42251  34.63130 111.94747 -23.50313
13573   1.97802  38.26900  19.06978  33.88400 113.60870 -23.81351
13574   3.95604  38.26900  20.70757  33.14407 115.28392 -24.07330
13575   5.93407  38.26900  22.33675  32.41205 116.97078 -24.28190
13576   7.91209  38.26900  23.95815  31.68853 118.66677 -24.43880
13577   9.89011  38.26900  25.57254  30.97401 120.36937 -24.54364
13578  11.86813  38.26900  27.18068  30.26905 122.07595 -24.59616
13579  13.84615  38.26900  28.78324  29.57415 123.78387 -24.59622
13580  15.82418  38.26900  30.38091  28.88982 125.49046 -24.54383
13581  17.80220  38.26900  31.97429  28.21658 127.19307 -24.43911
13582  19.78022  38.26900  33.56397  27.55490 128.88908 -24.28233
13583  21.75824  38.26900  35.15049  26.90528 130.57595 -24.07385
13584  23.73626  38.26900  36.73437  26.26819 132.25120 -23.81418
13585  25.71428  38.26900  38.31609  25.64410 133.91247 -23.50392
13586  27.69231  38.26900  39.89610  25.03346 135.55753 -23.14380
13587  29.67033  38.26900  41.47481  24.43673 137.18425 -22.73463
13588  31.64835  38.26900  43.05260  23.85435 138.79068 -22.27732
13589  33.62637  38.26900  44.62983  23.28676 140.37504 -21.77285
13590  35.60440  38.26900  46.20683  22.73438 141.93569 -21.22228
13591  37.58242  38.26900  47.78389  22.19763 143.47117 -20.62674
13592  39.56044  38.26900  49.36127  21.67693 144.98021 -19.98740
13593  41.53846  38.26900  50.93923  21.17266 146.46167 -19.30547
13594  43.51648  38.26900  52.51797  20.68521 147.91461 -18.58222
13595  45.49451  38.26900  54.09769  20.21498 149.33825 -17.81890
13596  47.47253  38.26900  55.67854  19.76232 150.73194 -17.01681
13597  49.45055  38.26900  57.26067  19.32760 152.09518 -16.17726
13598  51.42857  38.26900  58.84419  18.91115 153.42763 -15.30155
13599  53.40659  38.26900  60.42920  18.51333 154.72905 -14.39097
13600  55.38462  38.26900  62.01577  18.13444 155.99933 -13.44680
13601  57.36264  38.26900  63.60393  17.77480 157.23843 -12.47033
13602  59.34066  38.26900  65.19372  17.43471 158.44644 -11.46280
13603  61.31868  38.26900  66.78516  17.11444 159.62351 -10.42545
13604  63.29670  38.26900  68.37821  16.81427 160.76987  -9.35948
13605  65.27473  38.26900  69.97288  16.53444 161.88581  -8.26605
13606  67.25275  38.26900  71.56909  16.27519 162.97166  -7.14632
13607  69.23077  38.26900  73.16678  16.03675 164.02779  -6.00140
13608  71.20879  38.26900  74.76589  15.81932 165.05463  -4.83236
13609  73.18681  38.26900  76.36631  15.62308 166.05261  -3.64025
13610  75.16483  38.26900  77.96796  15.44820 167.02217  -2.42608
13611  77.14286  38.26900  79.57070  15.29485 167.96380  -1.19081
13612  79.12088  38.26900  81.17442  15.16314 168.87794   0.06461
13613  81.09890  38.26900  82.77897  15.05321 169.76508   1.33927
13614  83.07692  38.26900  84.38422  14.96513 170.62567   2.63229
13615  85.05495  38.26900  85.99002  14.89900 171.46017   3.94285
13616  87.03297  38.26900  87.59621  14.85486 172.26900   5.27013
13617  89.01099  38.26900  89.20264  14.83276 173.05258   6.61334
13618  90.98901  38.26900  90.80914  14.83272 173.81129   7.97175
13619  92.96703  38.26900  92.41556  14.85474 174.54549   9.34463
13620  94.94505  38.26900  94.02173  14.89879 175.25551  10.73129
13621  96.92308  38.26900  95.62751  14.96485 175.94164  12.13107
13622  98.90110  38.26900  97.23272  15.05284 176.60413  13.54331
13623 100.87912  38.26900  98.83724  15.16269 177.24318  14.96739
13624 102.85714  38.26900 100.44090  15.29431 177.85895  16.40272
13625 104.83517  38.26900 102.04360  15.44757 178.45155  17.84873
13626 106.81319  38.26900 103.64517  15.62236 179.02103  19.30484
13627 108.79121  38.26900 105.24553  15.81850 179.56736  20.77051
13628 110.76923  38.26900 106.84456  16.03584 180.09048  22.24522
13629 112.74725  38.26900 108.44217  16.27419 180.59022  23.72845
13630 114.72527  38.26900 110.03828  16.53333 181.06635  25.21970
13631 116.70330  38.26900 111.63284  16.81306 181.51854  26.71850
13632 118.68132  38.26900 113.22579  17.11312 181.94639  28.22433
13633 120.65934  38.26900 114.81711  17.43328 182.34934  29.73673
13634 122.63736  38.26900 116.40678  17.77326 182.72676  31.25524
13635 124.61539  38.26900 117.99482  18.13278 183.07786  32.77939
13636 126.59341  38.26900 119.58124  18.51155 183.40171  34.30869
13637 128.57143  38.26900 121.16610  18.90925 183.69719  35.84269
13638 130.54945  38.26900 122.74947  19.32556 183.96301  37.38090
13639 132.52747  38.26900 124.33145  19.76016 184.19766  38.92284
13640 134.50549  38.26900 125.91213  20.21268 184.39937  40.46800
13641 136.48352  38.26900 127.49169  20.68277 184.56609  42.01588
13642 138.46153  38.26900 129.07024  21.17007 184.69542  43.56590
13643 140.43956  38.26900 130.64802  21.67419 184.78461  45.11754
13644 142.41759  38.26900 132.22522  22.19475 184.83041  46.67016
13645 144.39560  38.26900 133.80208  22.73134 184.82910  48.22308
13646 146.37363  38.26900 135.37888  23.28357 184.77629  49.77564
13647 148.35165  38.26900 136.95590  23.85100 184.66688  51.32702
13648 150.32967  38.26900 138.53347  24.43321 184.49489  52.87636
13649 152.30769  38.26900 140.11196  25.02977 184.25328  54.42269
13650 154.28572  38.26900 141.69174  25.64024 183.93375  55.96489
13651 156.26373  38.26900 143.27322  26.26416 183.52646  57.50167
13652 158.24176  38.26900 144.85686  26.90108 183.01973  59.03158
13653 160.21979  38.26900 146.44314  27.55053 182.39957  60.55288
13654 162.19780  38.26900 148.03255  28.21202 181.64923  62.06347
13655 164.17583  38.26900 149.62567  28.88509 180.74846  63.56093
13656 166.15384  38.26900 151.22305  29.56923 179.67284  65.04222
13657 168.13187  38.26900 152.82535  30.26395 178.39263  66.50369
13658 170.10989  38.26900 154.43319  30.96874 176.87169  67.94078
13659 172.08791  38.26900 156.04728  31.68307 175.06605  69.34781
13660 174.06593  38.26900 157.66837  32.40642 172.92234  70.71762
13661 176.04396  38.26900 159.29724  33.13825 170.37645  72.04115
13662 178.02197  38.26900 160.93470  33.87801 167.35271  73.30682
13663 180.00000  38.26900 162.58163  34.62514 163.76465  74.49997
13664 181.97803  38.26900 164.23896  35.37906 159.51958  75.60205
13665 183.95604  38.26900 165.90763  36.13918 154.52941  76.59017
13666 185.93407  38.26900 167.58869  36.90490 148.73138  77.43701
13667 187.91209  38.26900 169.28319  37.67561 142.12090  78.11202
13668 189.89011  38.26900 170.99228  38.45066 134.78980  78.58441
13669 191.86813  38.26900 172.71712  39.22940 126.95215  78.82828
13670 193.84616  38.26900 174.45899  40.01117 118.93055  78.82857
13671 195.82417  38.26900 176.21916  40.79525 111.09208  78.58526
13672 197.80220  38.26900 177.99903  41.58095 103.75945  78.11338
13673 199.78021  38.26900 179.80001  42.36749  97.14716  77.43882
13674 201.75824  38.26900 181.62364  43.15414  91.34717  76.59235
13675 203.73627  38.26900 183.47147  43.94007  86.35511  75.60452
13676 205.71428  38.26900 185.34511  44.72444  82.10842  74.50269
13677 207.69231  38.26900 187.24632  45.50642  78.51893  73.30973
13678 209.67033  38.26900 189.17683  46.28507  75.49394  72.04421
13679 211.64835  38.26900 191.13849  47.05946  72.94702  70.72081
13680 213.62637  38.26900 193.13320  47.82861  70.80245  69.35109
13681 215.60440  38.26900 195.16293  48.59148  68.99606  67.94413
13682 217.58241  38.26900 197.22966  49.34700  67.47452  66.50712
13683 219.56044  38.26900 199.33546  50.09404  66.19378  65.04570
13684 221.53847  38.26900 201.48241  50.83141  65.11770  63.56444
13685 223.51648  38.26900 203.67257  51.55787  64.21657  62.06703
13686 225.49451  38.26900 205.90809  52.27215  63.46589  60.55645
13687 227.47253  38.26900 208.19099  52.97286  62.84544  59.03518
13688 229.45055  38.26900 210.52332  53.65861  62.33846  57.50530
13689 231.42857  38.26900 212.90701  54.32792  61.93096  55.96852
13690 233.40660  38.26900 215.34389  54.97926  61.61123  54.42633
13691 235.38461  38.26900 217.83561  55.61101  61.36945  52.88002
13692 237.36264  38.26900 220.38367  56.22155  61.19730  51.33068
13693 239.34065  38.26900 222.98922  56.80917  61.08775  49.77931
13694 241.31868  38.26900 225.65321  57.37212  61.03481  48.22676
13695 243.29671  38.26900 228.37614  57.90863  61.03338  46.67381
13696 245.27472  38.26900 231.15805  58.41689  61.07908  45.12121
13697 247.25275  38.26900 233.99857  58.89508  61.16817  43.56957
13698 249.23077  38.26900 236.89669  59.34141  61.29741  42.01953
13699 251.20879  38.26900 239.85079  59.75408  61.46404  40.47166
13700 253.18681  38.26900 242.85862  60.13136  61.66567  38.92649
13701 255.16484  38.26900 245.91720  60.47158  61.90025  37.38453
13702 257.14285  38.26900 249.02277  60.77316  62.16600  35.84632
13703 259.12088  38.26900 252.17097  61.03466  62.46141  34.31231
13704 261.09891  38.26900 255.35662  61.25477  62.78519  32.78298
13705 263.07693  38.26900 258.57394  61.43235  63.13623  31.25883
13706 265.05493  38.26900 261.81652  61.56645  63.51359  29.74032
13707 267.03296  38.26900 265.07761  61.65637  63.91648  28.22790
13708 269.01099  38.26900 268.34994  61.70159  64.34427  26.72204
13709 270.98901  38.26900 271.62607  61.70188  64.79641  25.22324
13710 272.96704  38.26900 274.89852  61.65722  65.27248  23.73196
13711 274.94507  38.26900 278.15984  61.56788  65.77217  22.24870
13712 276.92307  38.26900 281.40275  61.43432  66.29523  20.77398
13713 278.90109  38.26900 284.62049  61.25729  66.84151  19.30829
13714 280.87912  38.26900 287.80667  61.03771  67.41093  17.85215
13715 282.85715  38.26900 290.95548  60.77671  68.00347  16.40612
13716 284.83517  38.26900 294.06175  60.47561  68.61919  14.97076
13717 286.81320  38.26900 297.12107  60.13585  69.25819  13.54665
13718 288.79120  38.26900 300.12966  59.75901  69.92061  12.13440
13719 290.76923  38.26900 303.08463  59.34675  70.60669  10.73459
13720 292.74725  38.26900 305.98361  58.90080  71.31666   9.34790
13721 294.72528  38.26900 308.82504  58.42296  72.05080   7.97497
13722 296.70331  38.26900 311.60789  57.91502  72.80946   6.61652
13723 298.68130  38.26900 314.33167  57.37882  73.59296   5.27329
13724 300.65933  38.26900 316.99659  56.81613  74.40174   3.94597
13725 302.63736  38.26900 319.60308  56.22875  75.23617   2.63537
13726 304.61539  38.26900 322.15204  55.61842  76.09671   1.34229
13727 306.59341  38.26900 324.64465  54.98685  76.98378   0.06759
13728 308.57144  38.26900 327.08241  54.33567  77.89787  -1.18787
13729 310.54944  38.26900 329.46692  53.66651  78.83942  -2.42317
13730 312.52747  38.26900 331.80008  52.98086  79.80892  -3.63741
13731 314.50549  38.26900 334.08379  52.28024  80.80683  -4.82957
13732 316.48352  38.26900 336.32008  51.56603  81.83360  -5.99867
13733 318.46155  38.26900 338.51102  50.83961  82.88967  -7.14366
13734 320.43958  38.26900 340.65869  50.10226  83.97546  -8.26345
13735 322.41757  38.26900 342.76515  49.35525  85.09130  -9.35692
13736 324.39560  38.26900 344.83257  48.59972  86.23760 -10.42297
13737 326.37363  38.26900 346.86295  47.83682  87.41460 -11.46039
13738 328.35165  38.26900 348.85829  47.06763  88.62253 -12.46799
13739 330.32968  38.26900 350.82056  46.29318  89.86157 -13.44454
13740 332.30768  38.26900 352.75163  45.51447  91.13175 -14.38877
13741 334.28571  38.26900 354.65339  44.73241  92.43310 -15.29944
13742 336.26373  38.26900 356.52758  43.94794  93.76548 -16.17523
13743 338.24176  38.26900 358.37592  43.16191  95.12866 -17.01488
13744 340.21979  38.26900   0.20004  42.37515  96.52228 -17.81705
13745 342.19781  38.26900   2.00151  41.58848  97.94585 -18.58046
13746 344.17581  38.26900   3.78182  40.80267  99.39871 -19.30381
13747 346.15384  38.26900   5.54245  40.01844 100.88011 -19.98584
13748 348.13187  38.26900   7.28474  39.23653 102.38908 -20.62528
13749 350.10989  38.26900   9.01000  38.45764 103.92451 -21.22093
13750 352.08792  38.26900  10.71949  37.68243 105.48510 -21.77160
13751 354.06595  38.26900  12.41439  36.91156 107.06941 -22.27618
13752 356.04395  38.26900  14.09580  36.14568 108.67578 -22.73361
13753 358.02197  38.26900  15.76483  35.38539 110.30245 -23.14289
13754   1.01124  39.84285  19.19747  35.62469 113.13379 -22.12551
13755   3.03371  39.84285  20.85862  34.86879 114.78409 -22.40628
13756   5.05618  39.84285  22.51020  34.12118 116.44670 -22.63552
13757   7.07865  39.84285  24.15312  33.38241 118.11923 -22.81272
13758   9.10112  39.84285  25.78825  32.65305 119.79917 -22.93744
13759  11.12360  39.84285  27.41641  31.93366 121.48397 -23.00938
13760  13.14607  39.84285  29.03834  31.22477 123.17103 -23.02837
13761  15.16854  39.84285  30.65477  30.52691 124.85770 -22.99436
13762  17.19101  39.84285  32.26638  29.84060 126.54139 -22.90744
13763  19.21348  39.84285  33.87379  29.16635 128.21948 -22.76781
13764  21.23596  39.84285  35.47762  28.50466 129.88946 -22.57582
13765  23.25843  39.84285  37.07840  27.85603 131.54882 -22.33191
13766  25.28090  39.84285  38.67665  27.22094 133.19521 -22.03666
13767  27.30337  39.84285  40.27287  26.59985 134.82635 -21.69075
13768  29.32584  39.84285  41.86748  25.99325 136.44012 -21.29495
13769  31.34831  39.84285  43.46092  25.40158 138.03452 -20.85016
13770  33.37078  39.84285  45.05355  24.82529 139.60770 -20.35733
13771  35.39326  39.84285  46.64573  24.26483 141.15800 -19.81749
13772  37.41573  39.84285  48.23777  23.72062 142.68388 -19.23176
13773  39.43820  39.84285  49.82996  23.19308 144.18399 -18.60129
13774  41.46067  39.84285  51.42255  22.68262 145.65715 -17.92729
13775  43.48314  39.84285  53.01577  22.18965 147.10233 -17.21100
13776  45.50562  39.84285  54.60984  21.71455 148.51868 -16.45371
13777  47.52809  39.84285  56.20491  21.25770 149.90548 -15.65670
13778  49.55056  39.84285  57.80115  20.81947 151.26215 -14.82128
13779  51.57303  39.84285  59.39866  20.40021 152.58827 -13.94877
13780  53.59550  39.84285  60.99755  20.00026 153.88352 -13.04048
13781  55.61798  39.84285  62.59791  19.61995 155.14772 -12.09770
13782  57.64045  39.84285  64.19977  19.25960 156.38076 -11.12173
13783  59.66292  39.84285  65.80317  18.91951 157.58265 -10.11386
13784  61.68539  39.84285  67.40811  18.59997 158.75348  -9.07532
13785  63.70786  39.84285  69.01460  18.30123 159.89340  -8.00735
13786  65.73034  39.84285  70.62261  18.02357 161.00263  -6.91114
