field        ra       dec   eclip_l   eclip_b   galac_l   galac_b
00000 testfield testfield testfield testfield testfield testfield
04739 131.30435 -26.25896 143.25035 -42.36610 249.66817  10.27810
04740 133.04347 -26.25896 145.21100 -41.80479 250.64144  11.51061
04741 134.78261 -26.25896 147.14736 -41.23005 251.64009  12.72684
04742 136.52174 -26.25896 149.05988 -40.64272 252.66499  13.92598
04743 138.26086 -26.25896 150.94909 -40.04359 253.71706  15.10717
04744 140.00000 -26.25896 152.81561 -39.43345 254.79721  16.26956
04745 141.73914 -26.25896 154.66006 -38.81308 255.90634  17.41222
04746 143.47826 -26.25896 156.48307 -38.18324 257.04532  18.53416
04747 145.21739 -26.25896 158.28536 -37.54467 258.21506  19.63440
04748 146.95651 -26.25896 160.06762 -36.89810 259.41640  20.71188
04749 148.69565 -26.25896 161.83062 -36.24422 260.65017  21.76552
04750 150.43478 -26.25896 163.57505 -35.58375 261.91713  22.79416
04751 152.17390 -26.25896 165.30166 -34.91737 263.21801  23.79662
04752 153.91304 -26.25896 167.01124 -34.24571 264.55347  24.77170
04753 155.65218 -26.25896 168.70451 -33.56944 265.92408  25.71812
04754 157.39130 -26.25896 170.38221 -32.88920 267.33030  26.63458
04755 159.13043 -26.25896 172.04511 -32.20558 268.77252  27.51976
04756 160.86957 -26.25896 173.69395 -31.51920 270.25098  28.37230
04757 162.60869 -26.25896 175.32943 -30.83064 271.76574  29.19081
04758 164.34782 -26.25896 176.95230 -30.14049 273.31677  29.97388
04759 166.08696 -26.25896 178.56326 -29.44929 274.90380  30.72010
04760 167.82608 -26.25896 180.16299 -28.75762 276.52638  31.42805
04761 169.56522 -26.25896 181.75221 -28.06600 278.18387  32.09632
04762 171.30435 -26.25896 183.33155 -27.37496 279.87536  32.72350
04763 173.04347 -26.25896 184.90166 -26.68504 281.59971  33.30822
04764 174.78261 -26.25896 186.46322 -25.99673 283.35560  33.84917
04765 176.52173 -26.25896 188.01680 -25.31054 285.14132  34.34503
04766 178.26086 -26.25896 189.56304 -24.62696 286.95504  34.79460
04767 180.00000 -26.25896 191.10252 -23.94648 288.79459  35.19673
04768 181.73912 -26.25896 192.63579 -23.26957 290.65755  35.55036
04769 183.47826 -26.25896 194.16344 -22.59670 292.54132  35.85453
04770 185.21739 -26.25896 195.68597 -21.92834 294.44302  36.10841
04771 186.95651 -26.25896 197.20390 -21.26495 296.35961  36.31128
04772 188.69565 -26.25896 198.71777 -20.60697 298.28790  36.46256
04773 190.43478 -26.25896 200.22802 -19.95484 300.22451  36.56180
04774 192.17390 -26.25896 201.73513 -19.30902 302.16600  36.60871
04775 193.91304 -26.25896 203.23956 -18.66993 304.10889  36.60316
04776 195.65218 -26.25896 204.74173 -18.03800 306.04966  36.54515
04777 197.39130 -26.25896 206.24203 -17.41366 307.98478  36.43488
04778 199.13043 -26.25896 207.74089 -16.79733 309.91086  36.27264
04779 200.86957 -26.25896 209.23868 -16.18941 311.82458  36.05893
04780 202.60869 -26.25896 210.73572 -15.59033 313.72272  35.79434
04781 204.34782 -26.25896 212.23240 -15.00048 315.60232  35.47963
04782 206.08696 -26.25896 213.72903 -14.42027 317.46055  35.11565
04783 207.82608 -26.25896 215.22589 -13.85010 319.29481  34.70339
04784 209.56522 -26.25896 216.72331 -13.29035 321.10278  34.24393
04785 211.30434 -26.25896 218.22150 -12.74142 322.88234  33.73842
04786 213.04347 -26.25896 219.72076 -12.20368 324.63167  33.18811
04787 214.78261 -26.25896 221.22132 -11.67751 326.34920  32.59428
04788 216.52173 -26.25896 222.72335 -11.16329 328.03357  31.95829
04789 218.26086 -26.25896 224.22709 -10.66138 329.68373  31.28151
04790 220.00000 -26.25896 225.73271 -10.17213 331.29885  30.56534
04791 221.73912 -26.25896 227.24035  -9.69592 332.87828  29.81121
04792 223.47826 -26.25896 228.75017  -9.23307 334.42166  29.02052
04793 225.21739 -26.25896 230.26228  -8.78395 335.92874  28.19470
04794 226.95651 -26.25896 231.77679  -8.34887 337.39951  27.33514
04795 228.69565 -26.25896 233.29379  -7.92817 338.83409  26.44322
04796 230.43478 -26.25896 234.81334  -7.52217 340.23275  25.52031
04797 232.17390 -26.25896 236.33549  -7.13117 341.59587  24.56773
04798 233.91304 -26.25896 237.86030  -6.75548 342.92396  23.58675
04799 235.65218 -26.25896 239.38776  -6.39538 344.21762  22.57864
04800 237.39130 -26.25896 240.91786  -6.05118 345.47749  21.54462
04801 239.13043 -26.25896 242.45060  -5.72314 346.70432  20.48585
04802 240.86955 -26.25896 243.98593  -5.41151 347.89890  19.40347
04803 242.60869 -26.25896 245.52384  -5.11656 349.06207  18.29854
04804 244.34782 -26.25896 247.06422  -4.83852 350.19467  17.17213
04805 246.08694 -26.25896 248.60701  -4.57762 351.29758  16.02523
04806 247.82608 -26.25896 250.15212  -4.33407 352.37171  14.85878
04807 249.56522 -26.25896 251.69943  -4.10808 353.41796  13.67370
04808 251.30434 -26.25896 253.24882  -3.89984 354.43723  12.47089
04809 253.04347 -26.25896 254.80016  -3.70953 355.43043  11.25115
04810 254.78261 -26.25896 256.35331  -3.53730 356.39846  10.01528
04811 256.52173 -26.25896 257.90810  -3.38330 357.34220   8.76405
04812 258.26086 -26.25896 259.46438  -3.24766 358.26252   7.49816
04813 260.00000 -26.25896 261.02199  -3.13051 359.16028   6.21829
04814 261.73914 -26.25896 262.58073  -3.03193   0.03633   4.92510
04815 263.47824 -26.25896 264.14038  -2.95203   0.89145   3.61924
04816 265.21738 -26.25896 265.70082  -2.89086   1.72649   2.30124
04817 266.95651 -26.25896 267.26181  -2.84848   2.54219   0.97169
04818 268.69565 -26.25896 268.82316  -2.82493   3.33933  -0.36889
04819 270.43478 -26.25896 270.38467  -2.82022   4.11863  -1.71997
04820 272.17392 -26.25896 271.94613  -2.83437   4.88080  -3.08110
04821 273.91302 -26.25896 273.50731  -2.86736   5.62652  -4.45177
04822 275.65216 -26.25896 275.06808  -2.91916   6.35648  -5.83162
04823 277.39130 -26.25896 276.62819  -2.98973   7.07132  -7.22020
04824 279.13043 -26.25896 278.18746  -3.07901   7.77166  -8.61711
04825 280.86957 -26.25896 279.74572  -3.18692   8.45811 -10.02199
04826 282.60870 -26.25896 281.30276  -3.31334   9.13125 -11.43447
04827 284.34781 -26.25896 282.85837  -3.45819   9.79164 -12.85420
04828 286.08694 -26.25896 284.41243  -3.62134  10.43986 -14.28090
04829 287.82608 -26.25896 285.96478  -3.80265  11.07641 -15.71425
04830 289.56522 -26.25896 287.51526  -4.00198  11.70183 -17.15394
04831 291.30435 -26.25896 289.06371  -4.21915  12.31660 -18.59969
04832 293.04346 -26.25896 290.61002  -4.45398  12.92122 -20.05122
04833 294.78259 -26.25896 292.15408  -4.70627  13.51615 -21.50831
04834 296.52173 -26.25896 293.69580  -4.97581  14.10188 -22.97071
04835 298.26086 -26.25896 295.23508  -5.26238  14.67883 -24.43818
04836 300.00000 -26.25896 296.77184  -5.56576  15.24745 -25.91050
04837 301.73914 -26.25896 298.30604  -5.88569  15.80817 -27.38745
04838 303.47824 -26.25896 299.83758  -6.22190  16.36141 -28.86880
04839 305.21738 -26.25896 301.36652  -6.57415  16.90760 -30.35442
04840 306.95651 -26.25896 302.89279  -6.94214  17.44715 -31.84407
04841 308.69565 -26.25896 304.41644  -7.32560  17.98046 -33.33761
04842 310.43478 -26.25896 305.93745  -7.72422  18.50794 -34.83483
04843 312.17392 -26.25896 307.45590  -8.13769  19.03000 -36.33560
04844 313.91302 -26.25896 308.97180  -8.56570  19.54705 -37.83970
04845 315.65216 -26.25896 310.48529  -9.00794  20.05951 -39.34705
04846 317.39130 -26.25896 311.99644  -9.46406  20.56781 -40.85748
04847 319.13043 -26.25896 313.50534  -9.93373  21.07238 -42.37083
04848 320.86957 -26.25896 315.01216 -10.41661  21.57367 -43.88698
04849 322.60867 -26.25896 316.51700 -10.91233  22.07214 -45.40575
04850 324.34781 -26.25896 318.02008 -11.42056  22.56832 -46.92709
04851 326.08694 -26.25896 319.52157 -11.94092  23.06270 -48.45082
04852 327.82608 -26.25896 321.02167 -12.47304  23.55586 -49.97686
04853 329.56522 -26.25896 322.52060 -13.01655  24.04842 -51.50506
04854 331.30435 -26.25896 324.01861 -13.57107  24.54104 -53.03530
04855 333.04346 -26.25896 325.51592 -14.13620  25.03447 -54.56748
04856 334.78259 -26.25896 327.01287 -14.71158  25.52957 -56.10150
04857 336.52173 -26.25896 328.50973 -15.29679  26.02730 -57.63726
04858 338.26086 -26.25896 330.00681 -15.89145  26.52875 -59.17463
04859 340.00000 -26.25896 331.50445 -16.49514  27.03525 -60.71353
04860 341.73914 -26.25896 333.00298 -17.10746  27.54832 -62.25385
04861 343.47824 -26.25896 334.50276 -17.72799  28.06983 -63.79543
04862 345.21738 -26.25896 336.00422 -18.35633  28.60208 -65.33826
04863 346.95651 -26.25896 337.50773 -18.99204  29.14790 -66.88218
04864 348.69565 -26.25896 339.01373 -19.63470  29.71091 -68.42710
04865 350.43478 -26.25896 340.52264 -20.28388  30.29579 -69.97287
04866 352.17389 -26.25896 342.03490 -20.93912  30.90871 -71.51937
04867 353.91302 -26.25896 343.55103 -21.60002  31.55807 -73.06648
04868 355.65216 -26.25896 345.07151 -22.26610  32.25557 -74.61404
04869 357.39130 -26.25896 346.59684 -22.93693  33.01805 -76.16182
04870 359.13043 -26.25896 348.12754 -23.61202  33.87078 -77.70955
04871   0.00000 -24.68511 349.63673 -22.53219  41.98930 -78.18363
04872   1.71429 -24.68511 351.16177 -23.20461  44.14391 -79.68562
04873   3.42857 -24.68511 352.69306 -23.87981  46.89824 -81.17485
04874   5.14286 -24.68511 354.23115 -24.55734  50.60628 -82.64323
04875   6.85714 -24.68511 355.77660 -25.23671  55.94512 -84.07488
04876   8.57143 -24.68511 357.32999 -25.91744  64.33113 -85.43478
04877  10.28571 -24.68511 358.89192 -26.59903  78.90366 -86.63441
04878  12.00000 -24.68511   0.46299 -27.28097 105.18315 -87.43749
04879  13.71429 -24.68511   2.04382 -27.96276 140.59016 -87.43875
04880  15.42857 -24.68511   3.63503 -28.64388 166.90714 -86.63730
04881  17.14286 -24.68511   5.23728 -29.32379 181.50348 -85.43833
04882  18.85714 -24.68511   6.85119 -30.00194 189.90091 -84.07871
04883  20.57143 -24.68511   8.47745 -30.67779 195.24567 -82.64718
04884  22.28572 -24.68511  10.11672 -31.35078 198.95703 -81.17888
04885  24.00000 -24.68511  11.76965 -32.02032 201.71338 -79.68970
04886  25.71429 -24.68511  13.43694 -32.68583 203.86930 -78.18773
04887  27.42857 -24.68511  15.11925 -33.34669 205.62540 -76.67754
04888  29.14286 -24.68511  16.81727 -34.00232 207.10293 -75.16184
04889  30.85714 -24.68511  18.53167 -34.65205 208.37914 -73.64240
04890  32.57143 -24.68511  20.26313 -35.29528 209.50554 -72.12041
04891  34.28571 -24.68511  22.01230 -35.93132 210.51770 -70.59671
04892  36.00000 -24.68511  23.77983 -36.55951 211.44099 -69.07191
04893  37.71429 -24.68511  25.56635 -37.17918 212.29399 -67.54648
04894  39.42857 -24.68511  27.37247 -37.78960 213.09059 -66.02082
04895  41.14286 -24.68511  29.19878 -38.39010 213.84147 -64.49520
04896  42.85714 -24.68511  31.04582 -38.97991 214.55488 -62.96990
04897  44.57143 -24.68511  32.91413 -39.55833 215.23739 -61.44511
04898  46.28571 -24.68511  34.80416 -40.12459 215.89426 -59.92104
04899  48.00000 -24.68511  36.71636 -40.67792 216.52979 -58.39785
04900  49.71429 -24.68511  38.65109 -41.21757 217.14748 -56.87571
04901  51.42857 -24.68511  40.60863 -41.74275 217.75029 -55.35477
04902  53.14286 -24.68511  42.58926 -42.25267 218.34070 -53.83515
04903  54.85714 -24.68511  44.59310 -42.74654 218.92082 -52.31701
04904  56.57143 -24.68511  46.62026 -43.22356 219.49246 -50.80046
04905  58.28571 -24.68511  48.67069 -43.68295 220.05721 -49.28565
04906  60.00000 -24.68511  50.74429 -44.12390 220.61645 -47.77269
04907  61.71429 -24.68511  52.84082 -44.54564 221.17141 -46.26170
04908  63.42857 -24.68511  54.95993 -44.94737 221.72318 -44.75284
04909  65.14286 -24.68511  57.10119 -45.32835 222.27275 -43.24621
04910  66.85715 -24.68511  59.26398 -45.68782 222.82101 -41.74195
04911  68.57143 -24.68511  61.44760 -46.02505 223.36878 -40.24020
04912  70.28571 -24.68511  63.65120 -46.33935 223.91683 -38.74110
04913  72.00000 -24.68511  65.87381 -46.63005 224.46587 -37.24477
04914  73.71429 -24.68511  68.11432 -46.89650 225.01657 -35.75137
04915  75.42857 -24.68511  70.37147 -47.13812 225.56954 -34.26106
04916  77.14286 -24.68511  72.64392 -47.35435 226.12540 -32.77396
04917  78.85715 -24.68511  74.93018 -47.54468 226.68472 -31.29026
04918  80.57143 -24.68511  77.22863 -47.70867 227.24806 -29.81012
04919  82.28571 -24.68511  79.53759 -47.84592 227.81597 -28.33370
04920  84.00000 -24.68511  81.85529 -47.95609 228.38899 -26.86117
04921  85.71429 -24.68511  84.17985 -48.03892 228.96763 -25.39273
04922  87.42857 -24.68511  86.50934 -48.09420 229.55243 -23.92858
04923  89.14286 -24.68511  88.84181 -48.12179 230.14389 -22.46890
04924  90.85715 -24.68511  91.17527 -48.12161 230.74254 -21.01391
04925  92.57143 -24.68511  93.50769 -48.09368 231.34890 -19.56383
04926  94.28571 -24.68511  95.83711 -48.03806 231.96350 -18.11889
04927  96.00000 -24.68511  98.16156 -47.95489 232.58687 -16.67932
04928  97.71429 -24.68511 100.47911 -47.84438 233.21954 -15.24537
04929  99.42857 -24.68511 102.78789 -47.70681 233.86207 -13.81732
04930 101.14286 -24.68511 105.08614 -47.54249 234.51501 -12.39542
04931 102.85715 -24.68511 107.37214 -47.35185 235.17894 -10.97997
04932 104.57143 -24.68511 109.64431 -47.13531 235.85444  -9.57128
04933 106.28571 -24.68511 111.90115 -46.89340 236.54211  -8.16966
04934 108.00000 -24.68511 114.14133 -46.62666 237.24257  -6.77543
04935 109.71429 -24.68511 116.36360 -46.33569 237.95646  -5.38896
04936 111.42857 -24.68511 118.56682 -46.02113 238.68441  -4.01062
04937 113.14286 -24.68511 120.75005 -45.68365 239.42710  -2.64077
04938 114.85715 -24.68511 122.91244 -45.32394 240.18523  -1.27984
04939 116.57143 -24.68511 125.05325 -44.94275 240.95950   0.07173
04940 118.28571 -24.68511 127.17192 -44.54080 241.75064   1.41352
04941 120.00000 -24.68511 129.26801 -44.11888 242.55942   2.74504
04942 121.71429 -24.68511 131.34114 -43.67775 243.38661   4.06580
04943 123.42857 -24.68511 133.39110 -43.21820 244.23300   5.37525
04944 125.14286 -24.68511 135.41779 -42.74103 245.09942   6.67286
04945 126.85715 -24.68511 137.42117 -42.24702 245.98672   7.95804
04946 128.57143 -24.68511 139.40131 -41.73699 246.89575   9.23017
04947 130.28572 -24.68511 141.35839 -41.21170 247.82742  10.48861
04948 132.00000 -24.68511 143.29262 -40.67197 248.78261  11.73267
04949 133.71429 -24.68511 145.20434 -40.11855 249.76226  12.96166
04950 135.42857 -24.68511 147.09390 -39.55223 250.76730  14.17479
04951 137.14285 -24.68511 148.96173 -38.97377 251.79868  15.37129
04952 138.85715 -24.68511 150.80832 -38.38391 252.85738  16.55035
04953 140.57143 -24.68511 152.63416 -37.78340 253.94434  17.71105
04954 142.28572 -24.68511 154.43983 -37.17295 255.06054  18.85251
04955 144.00000 -24.68511 156.22589 -36.55330 256.20693  19.97376
04956 145.71429 -24.68511 157.99298 -35.92511 257.38447  21.07380
04957 147.42857 -24.68511 159.74170 -35.28909 258.59407  22.15157
04958 149.14285 -24.68511 161.47272 -34.64591 259.83662  23.20600
04959 150.85715 -24.68511 163.18672 -33.99621 261.11300  24.23594
04960 152.57143 -24.68511 164.88431 -33.34064 262.42397  25.24020
04961 154.28572 -24.68511 166.56622 -32.67983 263.77031  26.21756
04962 156.00000 -24.68511 168.23310 -32.01440 265.15264  27.16675
04963 157.71429 -24.68511 169.88564 -31.34493 266.57155  28.08646
04964 159.42857 -24.68511 171.52450 -30.67204 268.02747  28.97535
04965 161.14285 -24.68511 173.15037 -29.99628 269.52073  29.83203
04966 162.85715 -24.68511 174.76393 -29.31822 271.05152  30.65511
04967 164.57143 -24.68511 176.36579 -28.63842 272.61982  31.44314
04968 166.28572 -24.68511 177.95665 -27.95741 274.22546  32.19469
04969 168.00000 -24.68511 179.53712 -27.27574 275.86806  32.90830
04970 169.71429 -24.68511 181.10784 -26.59392 277.54703  33.58254
04971 171.42857 -24.68511 182.66942 -25.91246 279.26150  34.21595
04972 173.14285 -24.68511 184.22247 -25.23186 281.01038  34.80712
04973 174.85715 -24.68511 185.76761 -24.55262 282.79233  35.35469
04974 176.57143 -24.68511 187.30536 -23.87523 284.60568  35.85731
04975 178.28572 -24.68511 188.83634 -23.20016 286.44854  36.31372
04976 180.00000 -24.68511 190.36106 -22.52789 288.31870  36.72272
04977 181.71429 -24.68511 191.88008 -21.85887 290.21373  37.08321
04978 183.42857 -24.68511 193.39391 -21.19358 292.13088  37.39418
04979 185.14285 -24.68511 194.90305 -20.53245 294.06721  37.65476
04980 186.85715 -24.68511 196.40803 -19.87592 296.01958  37.86418
04981 188.57143 -24.68511 197.90926 -19.22446 297.98459  38.02182
04982 190.28572 -24.68511 199.40725 -18.57849 299.95875  38.12720
04983 192.00000 -24.68511 200.90241 -17.93843 301.93845  38.18001
04984 193.71429 -24.68511 202.39519 -17.30472 303.92001  38.18008
04985 195.42857 -24.68511 203.88598 -16.67778 305.89972  38.12741
04986 197.14285 -24.68511 205.37520 -16.05801 307.87389  38.02217
04987 198.85715 -24.68511 206.86322 -15.44584 309.83895  37.86468
04988 200.57143 -24.68511 208.35038 -14.84166 311.79133  37.65540
04989 202.28572 -24.68511 209.83706 -14.24589 313.72773  37.39496
04990 204.00000 -24.68511 211.32356 -13.65893 315.64493  37.08412
04991 205.71429 -24.68511 212.81021 -13.08116 317.54002  36.72377
04992 207.42857 -24.68511 214.29729 -12.51298 319.41026  36.31490
04993 209.14285 -24.68511 215.78509 -11.95478 321.25318  35.85862
04994 210.85715 -24.68511 217.27389 -11.40692 323.06664  35.35612
04995 212.57143 -24.68511 218.76389 -10.86981 324.84866  34.80868
04996 214.28572 -24.68511 220.25536 -10.34380 326.59764  34.21761
04997 216.00000 -24.68511 221.74848  -9.82928 328.31220  33.58432
04998 217.71429 -24.68511 223.24346  -9.32658 329.99127  32.91019
04999 219.42857 -24.68511 224.74047  -8.83609 331.63396  32.19668
05000 221.14285 -24.68511 226.23966  -8.35815 333.23970  31.44524
05001 222.85715 -24.68511 227.74119  -7.89310 334.80812  30.65730
05002 224.57143 -24.68511 229.24516  -7.44129 336.33900  29.83432
05003 226.28572 -24.68511 230.75170  -7.00304 337.83237  28.97772
05004 228.00000 -24.68511 232.26086  -6.57870 339.28839  28.08893
05005 229.71429 -24.68511 233.77275  -6.16857 340.70740  27.16929
05006 231.42857 -24.68511 235.28739  -5.77296 342.08983  26.22019
05007 233.14285 -24.68511 236.80483  -5.39219 343.43625  25.24290
05008 234.85715 -24.68511 238.32511  -5.02654 344.74734  24.23870
05009 236.57143 -24.68511 239.84819  -4.67631 346.02380  23.20884
05010 238.28572 -24.68511 241.37408  -4.34176 347.26645  22.15447
05011 240.00000 -24.68511 242.90274  -4.02316 348.47613  21.07676
05012 241.71429 -24.68511 244.43413  -3.72078 349.65375  19.97678
05013 243.42857 -24.68511 245.96817  -3.43485 350.80023  18.85559
05014 245.14285 -24.68511 247.50480  -3.16560 351.91650  17.71419
05015 246.85715 -24.68511 249.04394  -2.91327 353.00356  16.55352
05016 248.57143 -24.68511 250.58545  -2.67805 354.06232  15.37453
05017 250.28572 -24.68511 252.12923  -2.46015 355.09378  14.17807
05018 252.00000 -24.68511 253.67513  -2.25975 356.09889  12.96498
05019 253.71429 -24.68511 255.22304  -2.07701 357.07861  11.73604
05020 255.42857 -24.68511 256.77277  -1.91209 358.03387  10.49202
05021 257.14285 -24.68511 258.32417  -1.76514 358.96559   9.23362
05022 258.85715 -24.68511 259.87709  -1.63628 359.87469   7.96152
05023 260.57144 -24.68511 261.43132  -1.52562   0.76205   6.67637
05024 262.28571 -24.68511 262.98665  -1.43325   1.62852   5.37881
05025 264.00000 -24.68511 264.54293  -1.35926   2.47497   4.06938
05026 265.71429 -24.68511 266.09994  -1.30372   3.30221   2.74865
05027 267.42859 -24.68511 267.65748  -1.26666   4.11104   1.41715
05028 269.14285 -24.68511 269.21531  -1.24812   4.90222   0.07541
05029 270.85715 -24.68511 270.77328  -1.24813   5.67654  -1.27616
05030 272.57144 -24.68511 272.33114  -1.26667   6.43471  -2.63706
05031 274.28571 -24.68511 273.88867  -1.30374   7.17744  -4.00687
05032 276.00000 -24.68511 275.44570  -1.35930   7.90543  -5.38520
05033 277.71429 -24.68511 277.00201  -1.43330   8.61935  -6.77165
05034 279.42859 -24.68511 278.55740  -1.52570   9.31985  -8.16586
05035 281.14285 -24.68511 280.11168  -1.63641  10.00755  -9.56745
05036 282.85715 -24.68511 281.66470  -1.76526  10.68309 -10.97613
05037 284.57144 -24.68511 283.21618  -1.91220  11.34705 -12.39157
05038 286.28571 -24.68511 284.76597  -2.07713  12.00002 -13.81343
05039 288.00000 -24.68511 286.31395  -2.25988  12.64257 -15.24148
05040 289.71429 -24.68511 287.85995  -2.46031  13.27527 -16.67541
05041 291.42859 -24.68511 289.40383  -2.67824  13.89867 -18.11498
05042 293.14285 -24.68511 290.94542  -2.91348  14.51328 -19.55988
05043 294.85715 -24.68511 292.48467  -3.16585  15.11967 -21.00996
05044 296.57144 -24.68511 294.02143  -3.43513  15.71834 -22.46494
05045 298.28571 -24.68511 295.55558  -3.72110  16.30982 -23.92459
05046 300.00000 -24.68511 297.08711  -4.02353  16.89463 -25.38874
05047 301.71429 -24.68511 298.61591  -4.34218  17.47329 -26.85717
05048 303.42859 -24.68511 300.14196  -4.67678  18.04633 -28.32969
05049 305.14285 -24.68511 301.66517  -5.02707  18.61425 -29.80608
05050 306.85715 -24.68511 303.18560  -5.39279  19.17761 -31.28623
05051 308.57144 -24.68511 304.70322  -5.77363  19.73694 -32.76993
05052 310.28571 -24.68511 306.21802  -6.16930  20.29280 -34.25700
05053 312.00000 -24.68511 307.73008  -6.57950  20.84578 -35.74731
05054 313.71429 -24.68511 309.23943  -7.00393  21.39648 -37.24071
05055 315.42859 -24.68511 310.74616  -7.44226  21.94553 -38.73703
05056 317.14285 -24.68511 312.25030  -7.89416  22.49358 -40.23611
05057 318.85715 -24.68511 313.75203  -8.35930  23.04136 -41.73787
05058 320.57144 -24.68511 315.25143  -8.83735  23.58961 -43.24212
05059 322.28571 -24.68511 316.74864  -9.32794  24.13917 -44.74873
05060 324.00000 -24.68511 318.24383  -9.83074  24.69093 -46.25759
05061 325.71429 -24.68511 319.73717 -10.34538  25.24588 -47.76857
05062 327.42859 -24.68511 321.22887 -10.87150  25.80511 -49.28154
05063 329.14285 -24.68511 322.71908 -11.40872  26.36984 -50.79633
05064 330.85715 -24.68511 324.20811 -11.95670  26.94147 -52.31288
05065 332.57144 -24.68511 325.69615 -12.51503  27.52156 -53.83103
05066 334.28571 -24.68511 327.18346 -13.08333  28.11193 -55.35062
05067 336.00000 -24.68511 328.67035 -13.66124  28.71471 -56.87157
05068 337.71429 -24.68511 330.15711 -14.24834  29.33236 -58.39371
05069 339.42859 -24.68511 331.64404 -14.84425  29.96783 -59.91690
05070 341.14285 -24.68511 333.13145 -15.44855  30.62463 -61.44095
05071 342.85715 -24.68511 334.61973 -16.06087  31.30708 -62.96575
05072 344.57144 -24.68511 336.10921 -16.68078  32.02040 -64.49106
05073 346.28571 -24.68511 337.60027 -17.30786  32.77115 -66.01666
05074 348.00000 -24.68511 339.09332 -17.94172  33.56762 -67.54233
05075 349.71429 -24.68511 340.58877 -18.58192  34.42045 -69.06776
05076 351.42859 -24.68511 342.08705 -19.22805  35.34353 -70.59257
05077 353.14285 -24.68511 343.58856 -19.87965  36.35540 -72.11625
05078 354.85715 -24.68511 345.09382 -20.53632  37.48146 -73.63826
05079 356.57144 -24.68511 346.60327 -21.19759  38.75721 -75.15772
05080 358.28571 -24.68511 348.11740 -21.86303  40.23408 -76.67341
05081   0.84906 -23.11126 351.12119 -21.44341  50.57532 -78.41414
05082   2.54717 -23.11126 352.64124 -22.11216  53.95492 -79.84058
05083   4.24528 -23.11126 354.16736 -22.78322  58.30077 -81.23038
05084   5.94340 -23.11126 355.70007 -23.45611  64.10438 -82.56271
05085   7.64151 -23.11126 357.23990 -24.13036  72.17069 -83.80009
05086   9.33962 -23.11126 358.78742 -24.80548  83.74227 -84.87307
05087  11.03773 -23.11126   0.34319 -25.48098 100.21520 -85.65776
05088  12.73585 -23.11126   1.90779 -26.15637 121.30918 -85.98145
05089  14.43396 -23.11126   3.48180 -26.83114 142.81020 -85.73771
05090  16.13208 -23.11126   5.06582 -27.50478 160.05409 -85.00904
05091  17.83019 -23.11126   6.66045 -28.17676 172.26146 -83.96879
05092  19.52830 -23.11126   8.26629 -28.84655 180.75007 -82.74999
05093  21.22641 -23.11126   9.88397 -29.51361 186.82364 -81.42862
05094  22.92453 -23.11126  11.51411 -30.17737 191.34537 -80.04559
05095  24.62264 -23.11126  13.15732 -30.83728 194.84340 -78.62358
05096  26.32076 -23.11126  14.81425 -31.49277 197.64239 -77.17571
05097  28.01887 -23.11126  16.48549 -32.14322 199.94764 -75.71006
05098  29.71698 -23.11126  18.17168 -32.78806 201.89346 -74.23178
05099  31.41509 -23.11126  19.87343 -33.42667 203.57066 -72.74433
05100  33.11321 -23.11126  21.59135 -34.05842 205.04252 -71.25010
05101  34.81132 -23.11126  23.32603 -34.68268 206.35429 -69.75082
05102  36.50943 -23.11126  25.07805 -35.29880 207.53917 -68.24776
05103  38.20755 -23.11126  26.84797 -35.90611 208.62203 -66.74187
05104  39.90566 -23.11126  28.63633 -36.50395 209.62183 -65.23393
05105  41.60377 -23.11126  30.44363 -37.09162 210.55328 -63.72450
05106  43.30189 -23.11126  32.27036 -37.66844 211.42799 -62.21407
05107  45.00000 -23.11126  34.11696 -38.23369 212.25522 -60.70306
05108  46.69811 -23.11126  35.98382 -38.78666 213.04248 -59.19179
05109  48.39622 -23.11126  37.87129 -39.32663 213.79591 -57.68056
05110  50.09434 -23.11126  39.77969 -39.85285 214.52061 -56.16961
05111  51.79245 -23.11126  41.70923 -40.36460 215.22080 -54.65919
05112  53.49057 -23.11126  43.66009 -40.86112 215.90010 -53.14948
05113  55.18868 -23.11126  45.63236 -41.34167 216.56154 -51.64070
05114  56.88679 -23.11126  47.62607 -41.80551 217.20775 -50.13301
05115  58.58490 -23.11126  49.64114 -42.25188 217.84102 -48.62657
05116  60.28302 -23.11126  51.67743 -42.68006 218.46333 -47.12154
05117  61.98113 -23.11126  53.73467 -43.08930 219.07643 -45.61809
05118  63.67924 -23.11126  55.81250 -43.47889 219.68186 -44.11636
05119  65.37737 -23.11126  57.91048 -43.84811 220.28102 -42.61648
05120  67.07548 -23.11126  60.02800 -44.19628 220.87515 -41.11863
05121  68.77359 -23.11126  62.16439 -44.52272 221.46538 -39.62293
05122  70.47170 -23.11126  64.31884 -44.82679 222.05275 -38.12954
05123  72.16982 -23.11126  66.49046 -45.10788 222.63822 -36.63860
05124  73.86793 -23.11126  68.67819 -45.36541 223.22267 -35.15026
05125  75.56604 -23.11126  70.88089 -45.59882 223.80691 -33.66467
05126  77.26415 -23.11126  73.09733 -45.80762 224.39173 -32.18200
05127  78.96227 -23.11126  75.32616 -45.99135 224.97786 -30.70238
05128  80.66038 -23.11126  77.56591 -46.14960 225.56600 -29.22600
05129  82.35849 -23.11126  79.81507 -46.28200 226.15683 -27.75303
05130  84.05661 -23.11126  82.07203 -46.38827 226.75098 -26.28362
